Kod;Grupy towarów i usług;Rok;Wartosc;Jednostka miary
4080000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2007;42,7;zł
4080000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2008;57,59;zł
4080000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2009;46,78;zł
4080000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2010;47,13;zł
4080000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2011;50,23;zł
4080000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2012;43,41;zł
4080000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2013;47,83;zł
4080000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2014;45,39;zł
4080000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2015;52,44;zł
4080000000;zdrowie;1998;;zł
4080000000;zdrowie;1999;21,26;zł
4080000000;zdrowie;2000;23,29;zł
4080000000;zdrowie;2001;23,65;zł
4080000000;zdrowie;2002;24,37;zł
4080000000;zdrowie;2003;30,09;zł
4080000000;zdrowie;2004;30,86;zł
4080000000;zdrowie;2005;34,11;zł
4080000000;zdrowie;2006;37,61;zł
4080000000;zdrowie;2007;37,17;zł
4080000000;zdrowie;2008;41,31;zł
4080000000;zdrowie;2009;50,06;zł
4080000000;zdrowie;2010;42,77;zł
4080000000;zdrowie;2011;47,12;zł
4080000000;zdrowie;2012;50,03;zł
4080000000;zdrowie;2013;47,12;zł
4080000000;zdrowie;2014;46,92;zł
4080000000;zdrowie;2015;60,15;zł
4080000000;transport;1998;;zł
4080000000;transport;1999;70,17;zł
4080000000;transport;2000;56,56;zł
4080000000;transport;2001;63,25;zł
4080000000;transport;2002;46,96;zł
4080000000;transport;2003;50,54;zł
4080000000;transport;2004;71,11;zł
4080000000;transport;2005;75,7;zł
4080000000;transport;2006;62,42;zł
4080000000;transport;2007;71,39;zł
4080000000;transport;2008;79,94;zł
4080000000;transport;2009;73,84;zł
4080000000;transport;2010;72,7;zł
4080000000;transport;2011;83,93;zł
4080000000;transport;2012;84,66;zł
4080000000;transport;2013;92,84;zł
4080000000;transport;2014;97,51;zł
4080000000;transport;2015;82,15;zł
4080000000;łączność;1998;;zł
4080000000;łączność;1999;14,15;zł
4080000000;łączność;2000;19,47;zł
4080000000;łączność;2001;25,02;zł
4080000000;łączność;2002;25,97;zł
4080000000;łączność;2003;29,28;zł
4080000000;łączność;2004;31,25;zł
4080000000;łączność;2005;36,45;zł
4080000000;łączność;2006;39,65;zł
4080000000;łączność;2007;43,17;zł
4080000000;łączność;2008;44,27;zł
4080000000;łączność;2009;42,01;zł
4080000000;łączność;2010;43,28;zł
4080000000;łączność;2011;40,29;zł
4080000000;łączność;2012;40,65;zł
4080000000;łączność;2013;52,54;zł
4080000000;łączność;2014;53;zł
4080000000;łączność;2015;57,83;zł
4080000000;rekreacja i kultura;1998;;zł
4080000000;rekreacja i kultura;1999;37,52;zł
4080000000;rekreacja i kultura;2000;43,56;zł
4080000000;rekreacja i kultura;2001;41,35;zł
4080000000;rekreacja i kultura;2002;38,68;zł
4080000000;rekreacja i kultura;2003;44,95;zł
4080000000;rekreacja i kultura;2004;42,26;zł
4080000000;rekreacja i kultura;2005;46,49;zł
4080000000;rekreacja i kultura;2006;54,84;zł
4080000000;rekreacja i kultura;2007;60,71;zł
4080000000;rekreacja i kultura;2008;70,06;zł
4080000000;rekreacja i kultura;2009;68,98;zł
4080000000;rekreacja i kultura;2010;82,45;zł
4080000000;rekreacja i kultura;2011;78,06;zł
4080000000;rekreacja i kultura;2012;81,41;zł
4080000000;rekreacja i kultura;2013;57,82;zł
4080000000;rekreacja i kultura;2014;71,72;zł
4080000000;rekreacja i kultura;2015;77,83;zł
4080000000;edukacja;1998;;zł
4080000000;edukacja;1999;4,52;zł
4080000000;edukacja;2000;7,28;zł
4080000000;edukacja;2001;8,02;zł
4080000000;edukacja;2002;5,6;zł
4080000000;edukacja;2003;6,05;zł
4080000000;edukacja;2004;6,55;zł
4080000000;edukacja;2005;8,02;zł
4080000000;edukacja;2006;9,48;zł
4080000000;edukacja;2007;11,04;zł
4080000000;edukacja;2008;8,81;zł
4080000000;edukacja;2009;11,13;zł
4080000000;edukacja;2010;10,81;zł
4080000000;edukacja;2011;7,51;zł
4080000000;edukacja;2012;7,8;zł
4080000000;edukacja;2013;6,78;zł
4080000000;edukacja;2014;7,34;zł
4080000000;edukacja;2015;7,81;zł
4080000000;restauracje i hotele;1998;;zł
4080000000;restauracje i hotele;1999;6,55;zł
4080000000;restauracje i hotele;2000;8,66;zł
4080000000;restauracje i hotele;2001;10,92;zł
4080000000;restauracje i hotele;2002;13,39;zł
4080000000;restauracje i hotele;2003;14,79;zł
4080000000;restauracje i hotele;2004;9,92;zł
4080000000;restauracje i hotele;2005;13,07;zł
4080000000;restauracje i hotele;2006;14,95;zł
4080000000;restauracje i hotele;2007;14,7;zł
4080000000;restauracje i hotele;2008;16,41;zł
4080000000;restauracje i hotele;2009;22,13;zł
4080000000;restauracje i hotele;2010;22,95;zł
4080000000;restauracje i hotele;2011;23;zł
4080000000;restauracje i hotele;2012;27,36;zł
4080000000;restauracje i hotele;2013;21,45;zł
4080000000;restauracje i hotele;2014;45,47;zł
4080000000;restauracje i hotele;2015;46,58;zł
4080000000;pozostałe wydatki na towary i usługi;1998;;zł
4080000000;pozostałe wydatki na towary i usługi;1999;31,25;zł
4080000000;pozostałe wydatki na towary i usługi;2000;32,46;zł
4080000000;pozostałe wydatki na towary i usługi;2001;35,33;zł
4080000000;pozostałe wydatki na towary i usługi;2002;34,3;zł
4080000000;pozostałe wydatki na towary i usługi;2003;39,17;zł
4080000000;pozostałe wydatki na towary i usługi;2004;39,83;zł
4080000000;pozostałe wydatki na towary i usługi;2005;38,75;zł
4080000000;pozostałe wydatki na towary i usługi;2006;39,04;zł
4080000000;pozostałe wydatki na towary i usługi;2007;44,67;zł
4080000000;pozostałe wydatki na towary i usługi;2008;51,67;zł
4080000000;pozostałe wydatki na towary i usługi;2009;51,99;zł
4080000000;pozostałe wydatki na towary i usługi;2010;59,83;zł
4080000000;pozostałe wydatki na towary i usługi;2011;55,62;zł
4080000000;pozostałe wydatki na towary i usługi;2012;50,44;zł
4080000000;pozostałe wydatki na towary i usługi;2013;55,43;zł
4080000000;pozostałe wydatki na towary i usługi;2014;61,48;zł
4080000000;pozostałe wydatki na towary i usługi;2015;69,93;zł
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;1998;;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;1999;;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2000;;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2001;;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2002;;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2003;28,5;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2004;28;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2005;27,3;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2006;26,8;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2007;27,5;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2008;25,7;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2009;26,1;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2010;25,3;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2011;26,3;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2012;27,3;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2013;26,9;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2014;25,2;%
4080000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2015;24,3;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;1998;;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;1999;;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2000;;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2001;;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2002;;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2003;20,2;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2004;21;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2005;20;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2006;21,6;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2007;19;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2008;19,9;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2009;19;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2010;20,2;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2011;20,6;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2012;20,2;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2013;21,8;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2014;20,3;%
4080000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2015;19,6;%
4300000000;ogółem;1998;481,43;zł
4300000000;ogółem;1999;510,35;zł
4300000000;ogółem;2000;580,88;zł
4300000000;ogółem;2001;580,52;zł
4300000000;ogółem;2002;587,1;zł
4300000000;ogółem;2003;624,47;zł
4300000000;ogółem;2004;654,93;zł
4300000000;ogółem;2005;666;zł
4300000000;ogółem;2006;705,45;zł
4300000000;ogółem;2007;753,05;zł
4300000000;ogółem;2008;839,56;zł
4300000000;ogółem;2009;879,57;zł
4300000000;ogółem;2010;901,27;zł
4300000000;ogółem;2011;913,66;zł
4300000000;ogółem;2012;929,33;zł
4300000000;ogółem;2013;952,65;zł
4300000000;ogółem;2014;947,06;zł
4300000000;ogółem;2015;959,2;zł
4300000000;towary i usługi konsumpcyjne;1998;465,01;zł
4300000000;towary i usługi konsumpcyjne;1999;494,41;zł
4300000000;towary i usługi konsumpcyjne;2000;563,22;zł
4300000000;towary i usługi konsumpcyjne;2001;561,28;zł
4300000000;towary i usługi konsumpcyjne;2002;568,03;zł
4300000000;towary i usługi konsumpcyjne;2003;603,03;zł
4300000000;towary i usługi konsumpcyjne;2004;633,16;zł
4300000000;towary i usługi konsumpcyjne;2005;639,57;zł
4300000000;towary i usługi konsumpcyjne;2006;678,24;zł
4300000000;towary i usługi konsumpcyjne;2007;726,27;zł
4300000000;towary i usługi konsumpcyjne;2008;809,1;zł
4300000000;towary i usługi konsumpcyjne;2009;846,02;zł
4300000000;towary i usługi konsumpcyjne;2010;867,28;zł
4300000000;towary i usługi konsumpcyjne;2011;881,5;zł
4300000000;towary i usługi konsumpcyjne;2012;897,33;zł
4300000000;towary i usługi konsumpcyjne;2013;922,58;zł
4300000000;towary i usługi konsumpcyjne;2014;915,64;zł
4300000000;towary i usługi konsumpcyjne;2015;930,66;zł
4300000000;żywność i napoje bezalkoholowe;1998;;zł
4300000000;żywność i napoje bezalkoholowe;1999;169,49;zł
4300000000;żywność i napoje bezalkoholowe;2000;183,59;zł
4300000000;żywność i napoje bezalkoholowe;2001;185,28;zł
4300000000;żywność i napoje bezalkoholowe;2002;179,81;zł
4300000000;żywność i napoje bezalkoholowe;2003;180,79;zł
4300000000;żywność i napoje bezalkoholowe;2004;188;zł
4300000000;żywność i napoje bezalkoholowe;2005;186,2;zł
4300000000;żywność i napoje bezalkoholowe;2006;192,15;zł
4300000000;żywność i napoje bezalkoholowe;2007;207,3;zł
4300000000;żywność i napoje bezalkoholowe;2008;228,42;zł
4300000000;żywność i napoje bezalkoholowe;2009;232,85;zł
4300000000;żywność i napoje bezalkoholowe;2010;231,1;zł
4300000000;żywność i napoje bezalkoholowe;2011;237,18;zł
4300000000;żywność i napoje bezalkoholowe;2012;243,38;zł
4300000000;żywność i napoje bezalkoholowe;2013;241,75;zł
4300000000;żywność i napoje bezalkoholowe;2014;239,07;zł
4300000000;żywność i napoje bezalkoholowe;2015;237,8;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;1998;;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;1999;15,56;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2000;16,64;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2001;16,78;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2002;18,16;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2003;18,19;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2004;16,99;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2005;17,32;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2006;18,18;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2007;20,44;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2008;23,31;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2009;24,86;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2010;23,42;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2011;24,1;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2012;25,95;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2013;24,42;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2014;22,63;zł
4300000000;napoje alkoholowe i wyroby tytoniowe;2015;21,58;zł
4300000000;odzież i obuwie;1998;;zł
4300000000;odzież i obuwie;1999;31,72;zł
4300000000;odzież i obuwie;2000;29,85;zł
4300000000;odzież i obuwie;2001;29,01;zł
4300000000;odzież i obuwie;2002;29,57;zł
4300000000;odzież i obuwie;2003;31,4;zł
4300000000;odzież i obuwie;2004;31,36;zł
4300000000;odzież i obuwie;2005;33,09;zł
4300000000;odzież i obuwie;2006;39,73;zł
4300000000;odzież i obuwie;2007;42,97;zł
4300000000;odzież i obuwie;2008;43,05;zł
4300000000;odzież i obuwie;2009;42,27;zł
4300000000;odzież i obuwie;2010;44,04;zł
4300000000;odzież i obuwie;2011;44,14;zł
4300000000;odzież i obuwie;2012;44,52;zł
4300000000;odzież i obuwie;2013;42,98;zł
4300000000;odzież i obuwie;2014;49,7;zł
4300000000;odzież i obuwie;2015;51,41;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;1998;;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;1999;92,57;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2000;101,11;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2001;112,83;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2002;118,36;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2003;132,3;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2004;138,31;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2005;131,45;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2006;139,95;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2007;133,76;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2008;161,45;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2009;180,15;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2010;197,21;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2011;196,1;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2012;190,37;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2013;210,73;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2014;204,92;zł
4300000000;użytkowanie mieszkania lub domu i nośniki energii;2015;205,33;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;1998;;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;1999;33,23;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2000;32,47;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2001;26,64;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2002;27,57;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2003;28,11;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2004;30,78;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2005;31,84;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2006;32,61;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2007;37,22;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2008;39,61;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2009;44,34;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2010;40,91;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2011;35,66;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2012;37,6;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2013;39,28;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2014;39,31;zł
4300000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2015;42;zł
4300000000;zdrowie;1998;;zł
4300000000;zdrowie;1999;20,28;zł
4300000000;zdrowie;2000;24,36;zł
4300000000;zdrowie;2001;24,55;zł
4300000000;zdrowie;2002;26,5;zł
4300000000;zdrowie;2003;30,21;zł
4300000000;zdrowie;2004;32,04;zł
4300000000;zdrowie;2005;30,58;zł
4300000000;zdrowie;2006;32,68;zł
4300000000;zdrowie;2007;34,52;zł
4300000000;zdrowie;2008;37,32;zł
4300000000;zdrowie;2009;41,83;zł
4300000000;zdrowie;2010;39,9;zł
4300000000;zdrowie;2011;42,46;zł
4300000000;zdrowie;2012;42,41;zł
4300000000;zdrowie;2013;44,78;zł
4300000000;zdrowie;2014;43,8;zł
4300000000;zdrowie;2015;48,08;zł
4300000000;transport;1998;;zł
4300000000;transport;1999;46,13;zł
4300000000;transport;2000;66,53;zł
4300000000;transport;2001;51,2;zł
4300000000;transport;2002;54,18;zł
4300000000;transport;2003;55,32;zł
4300000000;transport;2004;62,17;zł
4300000000;transport;2005;66,59;zł
4300000000;transport;2006;65,09;zł
4300000000;transport;2007;81,27;zł
4300000000;transport;2008;85,33;zł
4300000000;transport;2009;83,29;zł
4300000000;transport;2010;85,44;zł
4300000000;transport;2011;91,51;zł
4300000000;transport;2012;93,91;zł
4300000000;transport;2013;90,19;zł
4300000000;transport;2014;91,21;zł
4300000000;transport;2015;83,71;zł
4300000000;łączność;1998;;zł
4300000000;łączność;1999;13,38;zł
4300000000;łączność;2000;20,71;zł
4300000000;łączność;2001;24,7;zł
4300000000;łączność;2002;26,84;zł
4300000000;łączność;2003;30,29;zł
4300000000;łączność;2004;32,62;zł
4300000000;łączność;2005;36,38;zł
4300000000;łączność;2006;37,74;zł
4300000000;łączność;2007;39,72;zł
4300000000;łączność;2008;42,24;zł
4300000000;łączność;2009;42,48;zł
4300000000;łączność;2010;42,12;zł
4300000000;łączność;2011;39,84;zł
4300000000;łączność;2012;39,63;zł
4300000000;łączność;2013;50,79;zł
4300000000;łączność;2014;50,3;zł
4300000000;łączność;2015;52,93;zł
4300000000;rekreacja i kultura;1998;;zł
4300000000;rekreacja i kultura;1999;29,87;zł
4300000000;rekreacja i kultura;2000;36,01;zł
4300000000;rekreacja i kultura;2001;35,6;zł
4300000000;rekreacja i kultura;2002;33,27;zł
4300000000;rekreacja i kultura;2003;37,71;zł
4300000000;rekreacja i kultura;2004;40,14;zł
4300000000;rekreacja i kultura;2005;43,14;zł
4300000000;rekreacja i kultura;2006;48,22;zł
4300000000;rekreacja i kultura;2007;51,12;zł
4300000000;rekreacja i kultura;2008;63,31;zł
4300000000;rekreacja i kultura;2009;63,96;zł
4300000000;rekreacja i kultura;2010;64,78;zł
4300000000;rekreacja i kultura;2011;67,54;zł
4300000000;rekreacja i kultura;2012;68,99;zł
4300000000;rekreacja i kultura;2013;55,7;zł
4300000000;rekreacja i kultura;2014;51,43;zł
4300000000;rekreacja i kultura;2015;56,14;zł
4300000000;edukacja;1998;;zł
4300000000;edukacja;1999;4,4;zł
4300000000;edukacja;2000;6,96;zł
4300000000;edukacja;2001;7,72;zł
4300000000;edukacja;2002;8,2;zł
4300000000;edukacja;2003;10,06;zł
4300000000;edukacja;2004;9,52;zł
4300000000;edukacja;2005;7,78;zł
4300000000;edukacja;2006;9,72;zł
4300000000;edukacja;2007;11,12;zł
4300000000;edukacja;2008;10,61;zł
4300000000;edukacja;2009;9,77;zł
4300000000;edukacja;2010;12,12;zł
4300000000;edukacja;2011;10,31;zł
4300000000;edukacja;2012;9,29;zł
4300000000;edukacja;2013;9,97;zł
4300000000;edukacja;2014;8,52;zł
4300000000;edukacja;2015;9,47;zł
4300000000;restauracje i hotele;1998;;zł
4300000000;restauracje i hotele;1999;5,07;zł
4300000000;restauracje i hotele;2000;5,85;zł
4300000000;restauracje i hotele;2001;7,3;zł
4300000000;restauracje i hotele;2002;7,71;zł
4300000000;restauracje i hotele;2003;9,77;zł
4300000000;restauracje i hotele;2004;9,01;zł
4300000000;restauracje i hotele;2005;11,99;zł
4300000000;restauracje i hotele;2006;14,18;zł
4300000000;restauracje i hotele;2007;13,19;zł
4300000000;restauracje i hotele;2008;14,53;zł
4300000000;restauracje i hotele;2009;14,34;zł
4300000000;restauracje i hotele;2010;17,19;zł
4300000000;restauracje i hotele;2011;15,89;zł
4300000000;restauracje i hotele;2012;24,1;zł
4300000000;restauracje i hotele;2013;25,65;zł
4300000000;restauracje i hotele;2014;35,45;zł
4300000000;restauracje i hotele;2015;36,77;zł
4300000000;pozostałe wydatki na towary i usługi;1998;;zł
4300000000;pozostałe wydatki na towary i usługi;1999;29,66;zł
4300000000;pozostałe wydatki na towary i usługi;2000;32,7;zł
4300000000;pozostałe wydatki na towary i usługi;2001;32,78;zł
4300000000;pozostałe wydatki na towary i usługi;2002;30,67;zł
4300000000;pozostałe wydatki na towary i usługi;2003;31,12;zł
4300000000;pozostałe wydatki na towary i usługi;2004;33;zł
4300000000;pozostałe wydatki na towary i usługi;2005;34,6;zł
4300000000;pozostałe wydatki na towary i usługi;2006;38,28;zł
4300000000;pozostałe wydatki na towary i usługi;2007;39,64;zł
4300000000;pozostałe wydatki na towary i usługi;2008;41,91;zł
4300000000;pozostałe wydatki na towary i usługi;2009;46,01;zł
4300000000;pozostałe wydatki na towary i usługi;2010;44,03;zł
4300000000;pozostałe wydatki na towary i usługi;2011;48,03;zł
4300000000;pozostałe wydatki na towary i usługi;2012;47,37;zł
4300000000;pozostałe wydatki na towary i usługi;2013;57,33;zł
4300000000;pozostałe wydatki na towary i usługi;2014;56,19;zł
4300000000;pozostałe wydatki na towary i usługi;2015;56,95;zł
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;1998;;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;1999;;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2000;;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2001;;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2002;;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2003;29;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2004;28,7;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2005;28;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2006;27,2;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2007;27,5;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2008;27,2;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2009;26,5;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2010;25,6;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2011;26;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2012;26,2;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2013;25,4;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2014;25,2;%
4300000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2015;24,8;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;1998;;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;1999;;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2000;;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2001;;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2002;;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2003;21,2;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2004;21,1;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2005;19,7;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2006;19,8;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2007;17,8;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2008;19,2;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2009;20,5;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2010;21,9;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2011;21,5;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2012;20,5;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2013;22,1;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2014;21,6;%
4300000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2015;21,4;%
4320000000;ogółem;1998;531,81;zł
4320000000;ogółem;1999;574,79;zł
4320000000;ogółem;2000;605,21;zł
4320000000;ogółem;2001;606,31;zł
4320000000;ogółem;2002;637,65;zł
4320000000;ogółem;2003;693,03;zł
4320000000;ogółem;2004;703,81;zł
4320000000;ogółem;2005;672,36;zł
4320000000;ogółem;2006;758,17;zł
4320000000;ogółem;2007;799,41;zł
4320000000;ogółem;2008;873,54;zł
4320000000;ogółem;2009;940,2;zł
4320000000;ogółem;2010;964,94;zł
4320000000;ogółem;2011;972,04;zł
4320000000;ogółem;2012;1034,23;zł
4320000000;ogółem;2013;996,58;zł
4320000000;ogółem;2014;1066,19;zł
4320000000;ogółem;2015;1106,62;zł
4320000000;towary i usługi konsumpcyjne;1998;512,93;zł
4320000000;towary i usługi konsumpcyjne;1999;557,29;zł
4320000000;towary i usługi konsumpcyjne;2000;589,06;zł
4320000000;towary i usługi konsumpcyjne;2001;586,37;zł
