Kod;Zakres przedmiotowy;Rok;Wartosc;Jednostka miary;Typy szkół
3260000000;ogółem;2010;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;ogółem;2011;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;ogółem;2012;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;ogółem;2013;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;ogółem;2014;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;ogółem;2015;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;jednostki zamiejscowe;2010;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;jednostki zamiejscowe;2011;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;jednostki zamiejscowe;2012;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;jednostki zamiejscowe;2013;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;jednostki zamiejscowe;2014;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;jednostki zamiejscowe;2015;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;studenci;2010;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;studenci;2011;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;studenci;2012;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;studenci;2013;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;studenci;2014;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;studenci;2015;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;absolwenci;2010;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;absolwenci;2011;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;absolwenci;2012;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;absolwenci;2013;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;absolwenci;2014;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
3260000000;absolwenci;2015;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;ogółem;2010;8;ob.;szkoły wyższe ogółem
4080000000;ogółem;2011;8;ob.;szkoły wyższe ogółem
4080000000;ogółem;2012;8;ob.;szkoły wyższe ogółem
4080000000;ogółem;2013;8;ob.;szkoły wyższe ogółem
4080000000;ogółem;2014;8;ob.;szkoły wyższe ogółem
4080000000;ogółem;2015;6;ob.;szkoły wyższe ogółem
4080000000;jednostki zamiejscowe;2010;8;ob.;szkoły wyższe ogółem
4080000000;jednostki zamiejscowe;2011;6;ob.;szkoły wyższe ogółem
4080000000;jednostki zamiejscowe;2012;5;ob.;szkoły wyższe ogółem
4080000000;jednostki zamiejscowe;2013;4;ob.;szkoły wyższe ogółem
4080000000;jednostki zamiejscowe;2014;4;ob.;szkoły wyższe ogółem
4080000000;jednostki zamiejscowe;2015;3;ob.;szkoły wyższe ogółem
4080000000;studenci;2010;26370;osoba;szkoły wyższe ogółem
4080000000;studenci;2011;23853;osoba;szkoły wyższe ogółem
4080000000;studenci;2012;21284;osoba;szkoły wyższe ogółem
4080000000;studenci;2013;19000;osoba;szkoły wyższe ogółem
4080000000;studenci;2014;17968;osoba;szkoły wyższe ogółem
4080000000;studenci;2015;16533;osoba;szkoły wyższe ogółem
4080000000;absolwenci;2010;7520;osoba;szkoły wyższe ogółem
4080000000;absolwenci;2011;6896;osoba;szkoły wyższe ogółem
4080000000;absolwenci;2012;6691;osoba;szkoły wyższe ogółem
4080000000;absolwenci;2013;5996;osoba;szkoły wyższe ogółem
4080000000;absolwenci;2014;5198;osoba;szkoły wyższe ogółem
4080000000;absolwenci;2015;4821;osoba;szkoły wyższe ogółem
4080000000;ogółem;2010;1;ob.;uniwersytety
4080000000;ogółem;2011;1;ob.;uniwersytety
4080000000;ogółem;2012;1;ob.;uniwersytety
4080000000;ogółem;2013;1;ob.;uniwersytety
4080000000;ogółem;2014;1;ob.;uniwersytety
4080000000;ogółem;2015;1;ob.;uniwersytety
4080000000;jednostki zamiejscowe;2010;3;ob.;uniwersytety
4080000000;jednostki zamiejscowe;2011;2;ob.;uniwersytety
4080000000;jednostki zamiejscowe;2012;2;ob.;uniwersytety
4080000000;jednostki zamiejscowe;2013;2;ob.;uniwersytety
4080000000;jednostki zamiejscowe;2014;2;ob.;uniwersytety
4080000000;jednostki zamiejscowe;2015;2;ob.;uniwersytety
4080000000;studenci;2010;17206;osoba;uniwersytety
4080000000;studenci;2011;16492;osoba;uniwersytety
4080000000;studenci;2012;15243;osoba;uniwersytety
4080000000;studenci;2013;14073;osoba;uniwersytety
4080000000;studenci;2014;13569;osoba;uniwersytety
4080000000;studenci;2015;12916;osoba;uniwersytety
4080000000;absolwenci;2010;4582;osoba;uniwersytety
4080000000;absolwenci;2011;4270;osoba;uniwersytety
4080000000;absolwenci;2012;4479;osoba;uniwersytety
4080000000;absolwenci;2013;4174;osoba;uniwersytety
4080000000;absolwenci;2014;3898;osoba;uniwersytety
4080000000;absolwenci;2015;3643;osoba;uniwersytety
4080000000;ogółem;2010;0;ob.;wyższe szkoły techniczne
4080000000;ogółem;2011;0;ob.;wyższe szkoły techniczne
4080000000;ogółem;2012;0;ob.;wyższe szkoły techniczne
4080000000;ogółem;2013;0;ob.;wyższe szkoły techniczne
4080000000;ogółem;2014;0;ob.;wyższe szkoły techniczne
4080000000;ogółem;2015;0;ob.;wyższe szkoły techniczne
4080000000;jednostki zamiejscowe;2010;2;ob.;wyższe szkoły techniczne
4080000000;jednostki zamiejscowe;2011;2;ob.;wyższe szkoły techniczne
4080000000;jednostki zamiejscowe;2012;1;ob.;wyższe szkoły techniczne
4080000000;jednostki zamiejscowe;2013;1;ob.;wyższe szkoły techniczne
4080000000;jednostki zamiejscowe;2014;1;ob.;wyższe szkoły techniczne
4080000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły techniczne
4080000000;studenci;2010;46;osoba;wyższe szkoły techniczne
4080000000;studenci;2011;16;osoba;wyższe szkoły techniczne
4080000000;studenci;2012;11;osoba;wyższe szkoły techniczne
4080000000;studenci;2013;10;osoba;wyższe szkoły techniczne
4080000000;studenci;2014;8;osoba;wyższe szkoły techniczne
4080000000;studenci;2015;0;osoba;wyższe szkoły techniczne
4080000000;absolwenci;2010;12;osoba;wyższe szkoły techniczne
4080000000;absolwenci;2011;14;osoba;wyższe szkoły techniczne
4080000000;absolwenci;2012;0;osoba;wyższe szkoły techniczne
4080000000;absolwenci;2013;0;osoba;wyższe szkoły techniczne
4080000000;absolwenci;2014;2;osoba;wyższe szkoły techniczne
4080000000;absolwenci;2015;0;osoba;wyższe szkoły techniczne
4080000000;ogółem;2010;0;ob.;wyższe szkoły rolnicze
4080000000;ogółem;2011;0;ob.;wyższe szkoły rolnicze
4080000000;ogółem;2012;0;ob.;wyższe szkoły rolnicze
4080000000;ogółem;2013;0;ob.;wyższe szkoły rolnicze
4080000000;ogółem;2014;0;ob.;wyższe szkoły rolnicze
4080000000;ogółem;2015;0;ob.;wyższe szkoły rolnicze
4080000000;jednostki zamiejscowe;2010;0;ob.;wyższe szkoły rolnicze
4080000000;jednostki zamiejscowe;2011;0;ob.;wyższe szkoły rolnicze
4080000000;jednostki zamiejscowe;2012;0;ob.;wyższe szkoły rolnicze
4080000000;jednostki zamiejscowe;2013;0;ob.;wyższe szkoły rolnicze
4080000000;jednostki zamiejscowe;2014;0;ob.;wyższe szkoły rolnicze
4080000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły rolnicze
4080000000;studenci;2010;0;osoba;wyższe szkoły rolnicze
4080000000;studenci;2011;0;osoba;wyższe szkoły rolnicze
4080000000;studenci;2012;0;osoba;wyższe szkoły rolnicze
4080000000;studenci;2013;0;osoba;wyższe szkoły rolnicze
4080000000;studenci;2014;0;osoba;wyższe szkoły rolnicze
4080000000;studenci;2015;0;osoba;wyższe szkoły rolnicze
4080000000;absolwenci;2010;0;osoba;wyższe szkoły rolnicze
4080000000;absolwenci;2011;0;osoba;wyższe szkoły rolnicze
4080000000;absolwenci;2012;0;osoba;wyższe szkoły rolnicze
4080000000;absolwenci;2013;0;osoba;wyższe szkoły rolnicze
4080000000;absolwenci;2014;0;osoba;wyższe szkoły rolnicze
4080000000;absolwenci;2015;0;osoba;wyższe szkoły rolnicze
4080000000;ogółem;2010;1;ob.;wyższe szkoły ekonomiczne
4080000000;ogółem;2011;1;ob.;wyższe szkoły ekonomiczne
4080000000;ogółem;2012;1;ob.;wyższe szkoły ekonomiczne
4080000000;ogółem;2013;1;ob.;wyższe szkoły ekonomiczne
4080000000;ogółem;2014;1;ob.;wyższe szkoły ekonomiczne
4080000000;ogółem;2015;1;ob.;wyższe szkoły ekonomiczne
4080000000;jednostki zamiejscowe;2010;1;ob.;wyższe szkoły ekonomiczne
4080000000;jednostki zamiejscowe;2011;0;ob.;wyższe szkoły ekonomiczne
4080000000;jednostki zamiejscowe;2012;0;ob.;wyższe szkoły ekonomiczne
4080000000;jednostki zamiejscowe;2013;0;ob.;wyższe szkoły ekonomiczne
4080000000;jednostki zamiejscowe;2014;0;ob.;wyższe szkoły ekonomiczne
4080000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły ekonomiczne
4080000000;studenci;2010;725;osoba;wyższe szkoły ekonomiczne
4080000000;studenci;2011;496;osoba;wyższe szkoły ekonomiczne
4080000000;studenci;2012;458;osoba;wyższe szkoły ekonomiczne
4080000000;studenci;2013;203;osoba;wyższe szkoły ekonomiczne
4080000000;studenci;2014;135;osoba;wyższe szkoły ekonomiczne
4080000000;studenci;2015;115;osoba;wyższe szkoły ekonomiczne
4080000000;absolwenci;2010;225;osoba;wyższe szkoły ekonomiczne
4080000000;absolwenci;2011;217;osoba;wyższe szkoły ekonomiczne
4080000000;absolwenci;2012;101;osoba;wyższe szkoły ekonomiczne
4080000000;absolwenci;2013;162;osoba;wyższe szkoły ekonomiczne
4080000000;absolwenci;2014;48;osoba;wyższe szkoły ekonomiczne
4080000000;absolwenci;2015;51;osoba;wyższe szkoły ekonomiczne
4080000000;ogółem;2010;0;ob.;wyższe szkoły pedagogiczne
4080000000;ogółem;2011;0;ob.;wyższe szkoły pedagogiczne
4080000000;ogółem;2012;0;ob.;wyższe szkoły pedagogiczne
4080000000;ogółem;2013;0;ob.;wyższe szkoły pedagogiczne
4080000000;ogółem;2014;0;ob.;wyższe szkoły pedagogiczne
4080000000;ogółem;2015;0;ob.;wyższe szkoły pedagogiczne
4080000000;jednostki zamiejscowe;2010;0;ob.;wyższe szkoły pedagogiczne
4080000000;jednostki zamiejscowe;2011;0;ob.;wyższe szkoły pedagogiczne
4080000000;jednostki zamiejscowe;2012;0;ob.;wyższe szkoły pedagogiczne
4080000000;jednostki zamiejscowe;2013;0;ob.;wyższe szkoły pedagogiczne
4080000000;jednostki zamiejscowe;2014;0;ob.;wyższe szkoły pedagogiczne
4080000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły pedagogiczne
4080000000;studenci;2010;0;osoba;wyższe szkoły pedagogiczne
4080000000;studenci;2011;0;osoba;wyższe szkoły pedagogiczne
4080000000;studenci;2012;0;osoba;wyższe szkoły pedagogiczne
4080000000;studenci;2013;0;osoba;wyższe szkoły pedagogiczne
4080000000;studenci;2014;0;osoba;wyższe szkoły pedagogiczne
4080000000;studenci;2015;0;osoba;wyższe szkoły pedagogiczne
4080000000;absolwenci;2010;0;osoba;wyższe szkoły pedagogiczne
4080000000;absolwenci;2011;0;osoba;wyższe szkoły pedagogiczne
4080000000;absolwenci;2012;0;osoba;wyższe szkoły pedagogiczne
4080000000;absolwenci;2013;0;osoba;wyższe szkoły pedagogiczne
4080000000;absolwenci;2014;0;osoba;wyższe szkoły pedagogiczne
4080000000;absolwenci;2015;0;osoba;wyższe szkoły pedagogiczne
4080000000;ogółem;2010;0;ob.;wyższe szkoły morskie
4080000000;ogółem;2011;0;ob.;wyższe szkoły morskie
4080000000;ogółem;2012;0;ob.;wyższe szkoły morskie
4080000000;ogółem;2013;0;ob.;wyższe szkoły morskie
4080000000;ogółem;2014;0;ob.;wyższe szkoły morskie
4080000000;ogółem;2015;0;ob.;wyższe szkoły morskie
4080000000;jednostki zamiejscowe;2010;0;ob.;wyższe szkoły morskie
4080000000;jednostki zamiejscowe;2011;0;ob.;wyższe szkoły morskie
4080000000;jednostki zamiejscowe;2012;0;ob.;wyższe szkoły morskie
4080000000;jednostki zamiejscowe;2013;0;ob.;wyższe szkoły morskie
4080000000;jednostki zamiejscowe;2014;0;ob.;wyższe szkoły morskie
4080000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły morskie
4080000000;studenci;2010;0;osoba;wyższe szkoły morskie
4080000000;studenci;2011;0;osoba;wyższe szkoły morskie
4080000000;studenci;2012;0;osoba;wyższe szkoły morskie
4080000000;studenci;2013;0;osoba;wyższe szkoły morskie
4080000000;studenci;2014;0;osoba;wyższe szkoły morskie
4080000000;studenci;2015;0;osoba;wyższe szkoły morskie
4080000000;absolwenci;2010;0;osoba;wyższe szkoły morskie
4080000000;absolwenci;2011;0;osoba;wyższe szkoły morskie
4080000000;absolwenci;2012;0;osoba;wyższe szkoły morskie
4080000000;absolwenci;2013;0;osoba;wyższe szkoły morskie
4080000000;absolwenci;2014;0;osoba;wyższe szkoły morskie
4080000000;absolwenci;2015;0;osoba;wyższe szkoły morskie
4080000000;ogółem;2010;0;ob.;uniwersytety medyczne
4080000000;ogółem;2011;0;ob.;uniwersytety medyczne
4080000000;ogółem;2012;0;ob.;uniwersytety medyczne
4080000000;ogółem;2013;0;ob.;uniwersytety medyczne
4080000000;ogółem;2014;0;ob.;uniwersytety medyczne
4080000000;ogółem;2015;0;ob.;uniwersytety medyczne
4080000000;jednostki zamiejscowe;2010;0;ob.;uniwersytety medyczne
4080000000;jednostki zamiejscowe;2011;0;ob.;uniwersytety medyczne
4080000000;jednostki zamiejscowe;2012;0;ob.;uniwersytety medyczne
4080000000;jednostki zamiejscowe;2013;0;ob.;uniwersytety medyczne
4080000000;jednostki zamiejscowe;2014;0;ob.;uniwersytety medyczne
4080000000;jednostki zamiejscowe;2015;0;ob.;uniwersytety medyczne
4080000000;studenci;2010;0;osoba;uniwersytety medyczne
4080000000;studenci;2011;0;osoba;uniwersytety medyczne
4080000000;studenci;2012;0;osoba;uniwersytety medyczne
4080000000;studenci;2013;0;osoba;uniwersytety medyczne
4080000000;studenci;2014;0;osoba;uniwersytety medyczne
4080000000;studenci;2015;0;osoba;uniwersytety medyczne
4080000000;absolwenci;2010;0;osoba;uniwersytety medyczne
4080000000;absolwenci;2011;0;osoba;uniwersytety medyczne
4080000000;absolwenci;2012;0;osoba;uniwersytety medyczne
4080000000;absolwenci;2013;0;osoba;uniwersytety medyczne
4080000000;absolwenci;2014;0;osoba;uniwersytety medyczne
4080000000;absolwenci;2015;0;osoba;uniwersytety medyczne
4080000000;ogółem;2010;0;ob.;akademie wychowania fizycznego
4080000000;ogółem;2011;0;ob.;akademie wychowania fizycznego
4080000000;ogółem;2012;0;ob.;akademie wychowania fizycznego
4080000000;ogółem;2013;0;ob.;akademie wychowania fizycznego
4080000000;ogółem;2014;0;ob.;akademie wychowania fizycznego
4080000000;ogółem;2015;0;ob.;akademie wychowania fizycznego
4080000000;jednostki zamiejscowe;2010;1;ob.;akademie wychowania fizycznego
4080000000;jednostki zamiejscowe;2011;1;ob.;akademie wychowania fizycznego
4080000000;jednostki zamiejscowe;2012;1;ob.;akademie wychowania fizycznego
4080000000;jednostki zamiejscowe;2013;1;ob.;akademie wychowania fizycznego
4080000000;jednostki zamiejscowe;2014;1;ob.;akademie wychowania fizycznego
4080000000;jednostki zamiejscowe;2015;1;ob.;akademie wychowania fizycznego
4080000000;studenci;2010;1109;osoba;akademie wychowania fizycznego
4080000000;studenci;2011;1015;osoba;akademie wychowania fizycznego
4080000000;studenci;2012;918;osoba;akademie wychowania fizycznego
4080000000;studenci;2013;773;osoba;akademie wychowania fizycznego
4080000000;studenci;2014;695;osoba;akademie wychowania fizycznego
4080000000;studenci;2015;601;osoba;akademie wychowania fizycznego
4080000000;absolwenci;2010;340;osoba;akademie wychowania fizycznego
4080000000;absolwenci;2011;288;osoba;akademie wychowania fizycznego
4080000000;absolwenci;2012;303;osoba;akademie wychowania fizycznego
4080000000;absolwenci;2013;299;osoba;akademie wychowania fizycznego
4080000000;absolwenci;2014;203;osoba;akademie wychowania fizycznego
4080000000;absolwenci;2015;205;osoba;akademie wychowania fizycznego
4080000000;ogółem;2010;0;ob.;wyższe szkoły artystyczne
4080000000;ogółem;2011;0;ob.;wyższe szkoły artystyczne
4080000000;ogółem;2012;0;ob.;wyższe szkoły artystyczne
4080000000;ogółem;2013;0;ob.;wyższe szkoły artystyczne
4080000000;ogółem;2014;0;ob.;wyższe szkoły artystyczne
4080000000;ogółem;2015;0;ob.;wyższe szkoły artystyczne
4080000000;jednostki zamiejscowe;2010;0;ob.;wyższe szkoły artystyczne
4080000000;jednostki zamiejscowe;2011;0;ob.;wyższe szkoły artystyczne
4080000000;jednostki zamiejscowe;2012;0;ob.;wyższe szkoły artystyczne
4080000000;jednostki zamiejscowe;2013;0;ob.;wyższe szkoły artystyczne
4080000000;jednostki zamiejscowe;2014;0;ob.;wyższe szkoły artystyczne
4080000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły artystyczne
4080000000;studenci;2010;0;osoba;wyższe szkoły artystyczne
4080000000;studenci;2011;0;osoba;wyższe szkoły artystyczne
4080000000;studenci;2012;0;osoba;wyższe szkoły artystyczne
4080000000;studenci;2013;0;osoba;wyższe szkoły artystyczne
4080000000;studenci;2014;0;osoba;wyższe szkoły artystyczne
4080000000;studenci;2015;0;osoba;wyższe szkoły artystyczne
4080000000;absolwenci;2010;0;osoba;wyższe szkoły artystyczne
4080000000;absolwenci;2011;0;osoba;wyższe szkoły artystyczne
4080000000;absolwenci;2012;0;osoba;wyższe szkoły artystyczne
4080000000;absolwenci;2013;0;osoba;wyższe szkoły artystyczne
4080000000;absolwenci;2014;0;osoba;wyższe szkoły artystyczne
4080000000;absolwenci;2015;0;osoba;wyższe szkoły artystyczne
4080000000;ogółem;2010;0;ob.;wyższe szkoły teologiczne
4080000000;ogółem;2011;0;ob.;wyższe szkoły teologiczne
4080000000;ogółem;2012;0;ob.;wyższe szkoły teologiczne
4080000000;ogółem;2013;0;ob.;wyższe szkoły teologiczne
4080000000;ogółem;2014;0;ob.;wyższe szkoły teologiczne
4080000000;ogółem;2015;0;ob.;wyższe szkoły teologiczne
4080000000;jednostki zamiejscowe;2010;0;ob.;wyższe szkoły teologiczne
4080000000;jednostki zamiejscowe;2011;0;ob.;wyższe szkoły teologiczne
4080000000;jednostki zamiejscowe;2012;0;ob.;wyższe szkoły teologiczne
4080000000;jednostki zamiejscowe;2013;0;ob.;wyższe szkoły teologiczne
4080000000;jednostki zamiejscowe;2014;0;ob.;wyższe szkoły teologiczne
4080000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły teologiczne
4080000000;studenci;2010;0;osoba;wyższe szkoły teologiczne
4080000000;studenci;2011;0;osoba;wyższe szkoły teologiczne
4080000000;studenci;2012;0;osoba;wyższe szkoły teologiczne
4080000000;studenci;2013;0;osoba;wyższe szkoły teologiczne
4080000000;studenci;2014;0;osoba;wyższe szkoły teologiczne
4080000000;studenci;2015;0;osoba;wyższe szkoły teologiczne
4080000000;absolwenci;2010;0;osoba;wyższe szkoły teologiczne
4080000000;absolwenci;2011;0;osoba;wyższe szkoły teologiczne
4080000000;absolwenci;2012;0;osoba;wyższe szkoły teologiczne
4080000000;absolwenci;2013;0;osoba;wyższe szkoły teologiczne
4080000000;absolwenci;2014;0;osoba;wyższe szkoły teologiczne
4080000000;absolwenci;2015;0;osoba;wyższe szkoły teologiczne
4080000000;ogółem;2010;6;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;ogółem;2011;6;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;ogółem;2012;6;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;ogółem;2013;6;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;ogółem;2014;6;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;ogółem;2015;4;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;jednostki zamiejscowe;2010;1;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;jednostki zamiejscowe;2011;1;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;jednostki zamiejscowe;2012;1;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;jednostki zamiejscowe;2013;0;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;jednostki zamiejscowe;2014;0;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;jednostki zamiejscowe;2015;0;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;studenci;2010;7284;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;studenci;2011;5834;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;studenci;2012;4654;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;studenci;2013;3941;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;studenci;2014;3561;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;studenci;2015;2901;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;absolwenci;2010;2361;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;absolwenci;2011;2107;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;absolwenci;2012;1808;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;absolwenci;2013;1361;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;absolwenci;2014;1047;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;absolwenci;2015;922;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
4080000000;ogółem;2010;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;ogółem;2011;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;ogółem;2012;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;ogółem;2013;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;ogółem;2014;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;ogółem;2015;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;jednostki zamiejscowe;2010;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;jednostki zamiejscowe;2011;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;jednostki zamiejscowe;2012;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;jednostki zamiejscowe;2013;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;jednostki zamiejscowe;2014;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;jednostki zamiejscowe;2015;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;studenci;2010;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;studenci;2011;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;studenci;2012;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;studenci;2013;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;studenci;2014;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;studenci;2015;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;absolwenci;2010;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;absolwenci;2011;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;absolwenci;2012;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;absolwenci;2013;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;absolwenci;2014;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4080000000;absolwenci;2015;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
4300000000;ogółem;2010;39;ob.;szkoły wyższe ogółem
4300000000;ogółem;2011;40;ob.;szkoły wyższe ogółem
4300000000;ogółem;2012;40;ob.;szkoły wyższe ogółem
4300000000;ogółem;2013;39;ob.;szkoły wyższe ogółem
4300000000;ogółem;2014;38;ob.;szkoły wyższe ogółem
4300000000;ogółem;2015;37;ob.;szkoły wyższe ogółem
4300000000;jednostki zamiejscowe;2010;28;ob.;szkoły wyższe ogółem
4300000000;jednostki zamiejscowe;2011;27;ob.;szkoły wyższe ogółem
4300000000;jednostki zamiejscowe;2012;25;ob.;szkoły wyższe ogółem
4300000000;jednostki zamiejscowe;2013;27;ob.;szkoły wyższe ogółem
4300000000;jednostki zamiejscowe;2014;24;ob.;szkoły wyższe ogółem
4300000000;jednostki zamiejscowe;2015;15;ob.;szkoły wyższe ogółem
4300000000;studenci;2010;164198;osoba;szkoły wyższe ogółem
4300000000;studenci;2011;159699;osoba;szkoły wyższe ogółem
4300000000;studenci;2012;153034;osoba;szkoły wyższe ogółem
4300000000;studenci;2013;143310;osoba;szkoły wyższe ogółem
4300000000;studenci;2014;135880;osoba;szkoły wyższe ogółem
4300000000;studenci;2015;132879;osoba;szkoły wyższe ogółem
4300000000;absolwenci;2010;46385;osoba;szkoły wyższe ogółem
4300000000;absolwenci;2011;46232;osoba;szkoły wyższe ogółem
4300000000;absolwenci;2012;44203;osoba;szkoły wyższe ogółem
4300000000;absolwenci;2013;42062;osoba;szkoły wyższe ogółem
4300000000;absolwenci;2014;39477;osoba;szkoły wyższe ogółem
4300000000;absolwenci;2015;38062;osoba;szkoły wyższe ogółem
4300000000;ogółem;2010;1;ob.;uniwersytety
4300000000;ogółem;2011;1;ob.;uniwersytety
4300000000;ogółem;2012;1;ob.;uniwersytety
4300000000;ogółem;2013;1;ob.;uniwersytety
4300000000;ogółem;2014;1;ob.;uniwersytety
4300000000;ogółem;2015;1;ob.;uniwersytety
4300000000;jednostki zamiejscowe;2010;9;ob.;uniwersytety
4300000000;jednostki zamiejscowe;2011;8;ob.;uniwersytety
4300000000;jednostki zamiejscowe;2012;8;ob.;uniwersytety
4300000000;jednostki zamiejscowe;2013;9;ob.;uniwersytety
4300000000;jednostki zamiejscowe;2014;8;ob.;uniwersytety
4300000000;jednostki zamiejscowe;2015;5;ob.;uniwersytety
4300000000;studenci;2010;44838;osoba;uniwersytety
4300000000;studenci;2011;43293;osoba;uniwersytety
4300000000;studenci;2012;43266;osoba;uniwersytety
4300000000;studenci;2013;40654;osoba;uniwersytety
4300000000;studenci;2014;38885;osoba;uniwersytety
