Kod;Zakres przedmiotowy;Rok;Wartosc;Jednostka miary
5020000000;mieszkania na 1000 zawartych małżeństw;2012;996;-
5020000000;mieszkania na 1000 zawartych małżeństw;2013;1276;-
5020000000;mieszkania na 1000 zawartych małżeństw;2014;1026;-
5020000000;mieszkania na 1000 zawartych małżeństw;2015;1066;-
5020000000;mieszkania na 10 tys. ludności;2002;24,45;-
5020000000;mieszkania na 10 tys. ludności;2003;36,44;-
5020000000;mieszkania na 10 tys. ludności;2004;22,44;-
5020000000;mieszkania na 10 tys. ludności;2005;23,79;-
5020000000;mieszkania na 10 tys. ludności;2006;31,78;-
5020000000;mieszkania na 10 tys. ludności;2007;31,51;-
5020000000;mieszkania na 10 tys. ludności;2008;43,44;-
5020000000;mieszkania na 10 tys. ludności;2009;49,16;-
5020000000;mieszkania na 10 tys. ludności;2010;43,7;-
5020000000;mieszkania na 10 tys. ludności;2011;36,16;-
5020000000;mieszkania na 10 tys. ludności;2012;51,55;-
5020000000;mieszkania na 10 tys. ludności;2013;56,53;-
5020000000;mieszkania na 10 tys. ludności;2014;47,97;-
5020000000;mieszkania na 10 tys. ludności;2015;48,31;-
5020000000;izby w mieszkaniach na 1000 ludności;2002;9,13;-
5020000000;izby w mieszkaniach na 1000 ludności;2003;16,76;-
5020000000;izby w mieszkaniach na 1000 ludności;2004;9,71;-
5020000000;izby w mieszkaniach na 1000 ludności;2005;10,09;-
5020000000;izby w mieszkaniach na 1000 ludności;2006;11,84;-
5020000000;izby w mieszkaniach na 1000 ludności;2007;12,18;-
5020000000;izby w mieszkaniach na 1000 ludności;2008;17,11;-
5020000000;izby w mieszkaniach na 1000 ludności;2009;18,58;-
5020000000;izby w mieszkaniach na 1000 ludności;2010;16,69;-
5020000000;izby w mieszkaniach na 1000 ludności;2011;14,85;-
5020000000;izby w mieszkaniach na 1000 ludności;2012;19,34;-
5020000000;izby w mieszkaniach na 1000 ludności;2013;20,45;-
5020000000;izby w mieszkaniach na 1000 ludności;2014;18,12;-
5020000000;izby w mieszkaniach na 1000 ludności;2015;17,83;-
5020000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;85,8;m2
5020000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;110,1;m2
5020000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;104,9;m2
5020000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;100,9;m2
5020000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;87,7;m2
5020000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;93,2;m2
5020000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;96,4;m2
5020000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;90,5;m2
5020000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;94,4;m2
5020000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;100,2;m2
5020000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;92,7;m2
5020000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;87,3;m2
5020000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;90;m2
5020000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;88,4;m2
5160000000;mieszkania na 1000 ludności;2002;1,17;-
5160000000;mieszkania na 1000 ludności;2003;2,57;-
5160000000;mieszkania na 1000 ludności;2004;1,17;-
5160000000;mieszkania na 1000 ludności;2005;1,1;-
5160000000;mieszkania na 1000 ludności;2006;1,28;-
5160000000;mieszkania na 1000 ludności;2007;1,3;-
5160000000;mieszkania na 1000 ludności;2008;1,77;-
5160000000;mieszkania na 1000 ludności;2009;1,71;-
5160000000;mieszkania na 1000 ludności;2010;2,11;-
5160000000;mieszkania na 1000 ludności;2011;1,69;-
5160000000;mieszkania na 1000 ludności;2012;1,8;-
5160000000;mieszkania na 1000 ludności;2013;1,73;-
5160000000;mieszkania na 1000 ludności;2014;1,93;-
5160000000;mieszkania na 1000 ludności;2015;1,72;-
5160000000;mieszkania na 1000 zawartych małżeństw;2002;263;-
5160000000;mieszkania na 1000 zawartych małżeństw;2003;574;-
5160000000;mieszkania na 1000 zawartych małżeństw;2004;267;-
5160000000;mieszkania na 1000 zawartych małżeństw;2005;233;-
5160000000;mieszkania na 1000 zawartych małżeństw;2006;239;-
5160000000;mieszkania na 1000 zawartych małżeństw;2007;231;-
5160000000;mieszkania na 1000 zawartych małżeństw;2008;294;-
5160000000;mieszkania na 1000 zawartych małżeństw;2009;287;-
5160000000;mieszkania na 1000 zawartych małżeństw;2010;377;-
5160000000;mieszkania na 1000 zawartych małżeństw;2011;329;-
5160000000;mieszkania na 1000 zawartych małżeństw;2012;340;-
5160000000;mieszkania na 1000 zawartych małżeństw;2013;368;-
5160000000;mieszkania na 1000 zawartych małżeństw;2014;401;-
5160000000;mieszkania na 1000 zawartych małżeństw;2015;350;-
5160000000;mieszkania na 10 tys. ludności;2002;11,74;-
5160000000;mieszkania na 10 tys. ludności;2003;25,72;-
5160000000;mieszkania na 10 tys. ludności;2004;11,69;-
5160000000;mieszkania na 10 tys. ludności;2005;11,02;-
5160000000;mieszkania na 10 tys. ludności;2006;12,81;-
5160000000;mieszkania na 10 tys. ludności;2007;13,01;-
5160000000;mieszkania na 10 tys. ludności;2008;17,7;-
5160000000;mieszkania na 10 tys. ludności;2009;17,11;-
5160000000;mieszkania na 10 tys. ludności;2010;21,1;-
5160000000;mieszkania na 10 tys. ludności;2011;16,89;-
5160000000;mieszkania na 10 tys. ludności;2012;17,98;-
5160000000;mieszkania na 10 tys. ludności;2013;17,33;-
5160000000;mieszkania na 10 tys. ludności;2014;19,28;-
5160000000;mieszkania na 10 tys. ludności;2015;17,25;-
5160000000;izby w mieszkaniach na 1000 ludności;2002;5,15;-
5160000000;izby w mieszkaniach na 1000 ludności;2003;12,9;-
5160000000;izby w mieszkaniach na 1000 ludności;2004;5,33;-
5160000000;izby w mieszkaniach na 1000 ludności;2005;5,02;-
5160000000;izby w mieszkaniach na 1000 ludności;2006;5,95;-
5160000000;izby w mieszkaniach na 1000 ludności;2007;6,81;-
5160000000;izby w mieszkaniach na 1000 ludności;2008;9,42;-
5160000000;izby w mieszkaniach na 1000 ludności;2009;8,18;-
5160000000;izby w mieszkaniach na 1000 ludności;2010;9,97;-
5160000000;izby w mieszkaniach na 1000 ludności;2011;8,46;-
5160000000;izby w mieszkaniach na 1000 ludności;2012;8,91;-
5160000000;izby w mieszkaniach na 1000 ludności;2013;8,99;-
5160000000;izby w mieszkaniach na 1000 ludności;2014;9,49;-
5160000000;izby w mieszkaniach na 1000 ludności;2015;8,63;-
5160000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;108,1;m2
5160000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;125;m2
5160000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;118,1;m2
5160000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;120,5;m2
5160000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;121,8;m2
5160000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;138,4;m2
5160000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;133;m2
5160000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;117;m2
5160000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;113,9;m2
5160000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;131,6;m2
5160000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;126,3;m2
5160000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;133,2;m2
5160000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;126,2;m2
5160000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;130,8;m2
6040000000;mieszkania na 1000 ludności;2002;2,05;-
6040000000;mieszkania na 1000 ludności;2003;3,28;-
6040000000;mieszkania na 1000 ludności;2004;2,23;-
6040000000;mieszkania na 1000 ludności;2005;2,17;-
6040000000;mieszkania na 1000 ludności;2006;2,42;-
6040000000;mieszkania na 1000 ludności;2007;2,7;-
6040000000;mieszkania na 1000 ludności;2008;3,7;-
6040000000;mieszkania na 1000 ludności;2009;3,24;-
6040000000;mieszkania na 1000 ludności;2010;2,77;-
6040000000;mieszkania na 1000 ludności;2011;3,06;-
6040000000;mieszkania na 1000 ludności;2012;3,03;-
6040000000;mieszkania na 1000 ludności;2013;3,19;-
6040000000;mieszkania na 1000 ludności;2014;2,99;-
6040000000;mieszkania na 1000 ludności;2015;3,22;-
6040000000;mieszkania na 1000 zawartych małżeństw;2002;404;-
6040000000;mieszkania na 1000 zawartych małżeństw;2003;648;-
6040000000;mieszkania na 1000 zawartych małżeństw;2004;445;-
6040000000;mieszkania na 1000 zawartych małżeństw;2005;385;-
6040000000;mieszkania na 1000 zawartych małżeństw;2006;393;-
6040000000;mieszkania na 1000 zawartych małżeństw;2007;394;-
6040000000;mieszkania na 1000 zawartych małżeństw;2008;520;-
6040000000;mieszkania na 1000 zawartych małżeństw;2009;477;-
6040000000;mieszkania na 1000 zawartych małżeństw;2010;467;-
6040000000;mieszkania na 1000 zawartych małżeństw;2011;569;-
6040000000;mieszkania na 1000 zawartych małżeństw;2012;567;-
6040000000;mieszkania na 1000 zawartych małżeństw;2013;680;-
6040000000;mieszkania na 1000 zawartych małżeństw;2014;607;-
6040000000;mieszkania na 1000 zawartych małżeństw;2015;648;-
6040000000;mieszkania na 10 tys. ludności;2002;20,52;-
6040000000;mieszkania na 10 tys. ludności;2003;32,76;-
6040000000;mieszkania na 10 tys. ludności;2004;22,28;-
6040000000;mieszkania na 10 tys. ludności;2005;21,71;-
6040000000;mieszkania na 10 tys. ludności;2006;24,23;-
6040000000;mieszkania na 10 tys. ludności;2007;26,96;-
6040000000;mieszkania na 10 tys. ludności;2008;36,98;-
6040000000;mieszkania na 10 tys. ludności;2009;32,43;-
6040000000;mieszkania na 10 tys. ludności;2010;27,67;-
6040000000;mieszkania na 10 tys. ludności;2011;30,63;-
6040000000;mieszkania na 10 tys. ludności;2012;30,31;-
6040000000;mieszkania na 10 tys. ludności;2013;31,85;-
6040000000;mieszkania na 10 tys. ludności;2014;29,87;-
6040000000;mieszkania na 10 tys. ludności;2015;32,16;-
6040000000;izby w mieszkaniach na 1000 ludności;2002;8,78;-
6040000000;izby w mieszkaniach na 1000 ludności;2003;15,51;-
6040000000;izby w mieszkaniach na 1000 ludności;2004;10,13;-
6040000000;izby w mieszkaniach na 1000 ludności;2005;9,99;-
6040000000;izby w mieszkaniach na 1000 ludności;2006;10,41;-
6040000000;izby w mieszkaniach na 1000 ludności;2007;12,23;-
6040000000;izby w mieszkaniach na 1000 ludności;2008;16,2;-
6040000000;izby w mieszkaniach na 1000 ludności;2009;14,14;-
6040000000;izby w mieszkaniach na 1000 ludności;2010;12,43;-
6040000000;izby w mieszkaniach na 1000 ludności;2011;13,12;-
6040000000;izby w mieszkaniach na 1000 ludności;2012;13,61;-
6040000000;izby w mieszkaniach na 1000 ludności;2013;14,1;-
6040000000;izby w mieszkaniach na 1000 ludności;2014;12,99;-
6040000000;izby w mieszkaniach na 1000 ludności;2015;13,73;-
6040000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;96,5;m2
6040000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;110,9;m2
6040000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;103,8;m2
6040000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;105,7;m2
6040000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;96;m2
6040000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;103,8;m2
6040000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;99,8;m2
6040000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;100,8;m2
6040000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;103;m2
6040000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;99,2;m2
6040000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;104,1;m2
6040000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;103,1;m2
6040000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;100,2;m2
6040000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;98,2;m2
6220000000;mieszkania na 1000 ludności;2002;3,87;-
6220000000;mieszkania na 1000 ludności;2003;6,33;-
6220000000;mieszkania na 1000 ludności;2004;3,89;-
6220000000;mieszkania na 1000 ludności;2005;4,48;-
6220000000;mieszkania na 1000 ludności;2006;4,55;-
6220000000;mieszkania na 1000 ludności;2007;5,29;-
6220000000;mieszkania na 1000 ludności;2008;6,49;-
6220000000;mieszkania na 1000 ludności;2009;6,46;-
6220000000;mieszkania na 1000 ludności;2010;5,2;-
6220000000;mieszkania na 1000 ludności;2011;5,22;-
6220000000;mieszkania na 1000 ludności;2012;6,21;-
6220000000;mieszkania na 1000 ludności;2013;5,19;-
6220000000;mieszkania na 1000 ludności;2014;4,74;-
6220000000;mieszkania na 1000 ludności;2015;5,72;-
6220000000;mieszkania na 1000 zawartych małżeństw;2002;755;-
6220000000;mieszkania na 1000 zawartych małżeństw;2003;1227;-
6220000000;mieszkania na 1000 zawartych małżeństw;2004;779;-
6220000000;mieszkania na 1000 zawartych małżeństw;2005;815;-
6220000000;mieszkania na 1000 zawartych małżeństw;2006;719;-
6220000000;mieszkania na 1000 zawartych małżeństw;2007;753;-
6220000000;mieszkania na 1000 zawartych małżeństw;2008;898;-
6220000000;mieszkania na 1000 zawartych małżeństw;2009;937;-
6220000000;mieszkania na 1000 zawartych małżeństw;2010;868;-
6220000000;mieszkania na 1000 zawartych małżeństw;2011;962;-
6220000000;mieszkania na 1000 zawartych małżeństw;2012;1176;-
6220000000;mieszkania na 1000 zawartych małżeństw;2013;1110;-
6220000000;mieszkania na 1000 zawartych małżeństw;2014;950;-
6220000000;mieszkania na 1000 zawartych małżeństw;2015;1112;-
6220000000;mieszkania na 10 tys. ludności;2002;38,7;-
6220000000;mieszkania na 10 tys. ludności;2003;63,31;-
6220000000;mieszkania na 10 tys. ludności;2004;38,93;-
6220000000;mieszkania na 10 tys. ludności;2005;44,79;-
6220000000;mieszkania na 10 tys. ludności;2006;45,51;-
6220000000;mieszkania na 10 tys. ludności;2007;52,89;-
6220000000;mieszkania na 10 tys. ludności;2008;64,86;-
6220000000;mieszkania na 10 tys. ludności;2009;64,61;-
6220000000;mieszkania na 10 tys. ludności;2010;52,03;-
6220000000;mieszkania na 10 tys. ludności;2011;52,15;-
6220000000;mieszkania na 10 tys. ludności;2012;62,07;-
6220000000;mieszkania na 10 tys. ludności;2013;51,91;-
6220000000;mieszkania na 10 tys. ludności;2014;47,38;-
6220000000;mieszkania na 10 tys. ludności;2015;57,2;-
6220000000;izby w mieszkaniach na 1000 ludności;2002;15,05;-
6220000000;izby w mieszkaniach na 1000 ludności;2003;27,4;-
6220000000;izby w mieszkaniach na 1000 ludności;2004;16,03;-
6220000000;izby w mieszkaniach na 1000 ludności;2005;17,9;-
6220000000;izby w mieszkaniach na 1000 ludności;2006;17,07;-
6220000000;izby w mieszkaniach na 1000 ludności;2007;20,54;-
6220000000;izby w mieszkaniach na 1000 ludności;2008;24,67;-
6220000000;izby w mieszkaniach na 1000 ludności;2009;24,68;-
6220000000;izby w mieszkaniach na 1000 ludności;2010;20,61;-
6220000000;izby w mieszkaniach na 1000 ludności;2011;19,77;-
6220000000;izby w mieszkaniach na 1000 ludności;2012;22,89;-
6220000000;izby w mieszkaniach na 1000 ludności;2013;20,2;-
6220000000;izby w mieszkaniach na 1000 ludności;2014;17,89;-
6220000000;izby w mieszkaniach na 1000 ludności;2015;20,59;-
6220000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;91,4;m2
6220000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;106,7;m2
6220000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;100,4;m2
6220000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;96,9;m2
6220000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;90,9;m2
6220000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;94,1;m2
6220000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;93,3;m2
6220000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;93,1;m2
6220000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;97;m2
6220000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;95,4;m2
6220000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;90,3;m2
6220000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;95,1;m2
6220000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;93,9;m2
6220000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;86,3;m2
6280000000;mieszkania na 1000 ludności;2002;2,05;-
6280000000;mieszkania na 1000 ludności;2003;3,63;-
6280000000;mieszkania na 1000 ludności;2004;2,9;-
6280000000;mieszkania na 1000 ludności;2005;3,12;-
6280000000;mieszkania na 1000 ludności;2006;3,13;-
6280000000;mieszkania na 1000 ludności;2007;4,09;-
6280000000;mieszkania na 1000 ludności;2008;4,79;-
6280000000;mieszkania na 1000 ludności;2009;3,4;-
6280000000;mieszkania na 1000 ludności;2010;3,27;-
6280000000;mieszkania na 1000 ludności;2011;3,15;-
6280000000;mieszkania na 1000 ludności;2012;3,79;-
6280000000;mieszkania na 1000 ludności;2013;3,31;-
6280000000;mieszkania na 1000 ludności;2014;2,99;-
6280000000;mieszkania na 1000 ludności;2015;2,99;-
6280000000;mieszkania na 1000 zawartych małżeństw;2002;404;-
6280000000;mieszkania na 1000 zawartych małżeństw;2003;689;-
6280000000;mieszkania na 1000 zawartych małżeństw;2004;576;-
6280000000;mieszkania na 1000 zawartych małżeństw;2005;570;-
6280000000;mieszkania na 1000 zawartych małżeństw;2006;532;-
6280000000;mieszkania na 1000 zawartych małżeństw;2007;612;-
6280000000;mieszkania na 1000 zawartych małżeństw;2008;683;-
6280000000;mieszkania na 1000 zawartych małżeństw;2009;515;-
6280000000;mieszkania na 1000 zawartych małżeństw;2010;568;-
6280000000;mieszkania na 1000 zawartych małżeństw;2011;598;-
6280000000;mieszkania na 1000 zawartych małżeństw;2012;731;-
6280000000;mieszkania na 1000 zawartych małżeństw;2013;732;-
6280000000;mieszkania na 1000 zawartych małżeństw;2014;620;-
6280000000;mieszkania na 1000 zawartych małżeństw;2015;624;-
6280000000;mieszkania na 10 tys. ludności;2002;20,47;-
6280000000;mieszkania na 10 tys. ludności;2003;36,27;-
6280000000;mieszkania na 10 tys. ludności;2004;28,96;-
6280000000;mieszkania na 10 tys. ludności;2005;31,16;-
6280000000;mieszkania na 10 tys. ludności;2006;31,32;-
6280000000;mieszkania na 10 tys. ludności;2007;40,89;-
6280000000;mieszkania na 10 tys. ludności;2008;47,9;-
6280000000;mieszkania na 10 tys. ludności;2009;33,99;-
6280000000;mieszkania na 10 tys. ludności;2010;32,71;-
6280000000;mieszkania na 10 tys. ludności;2011;31,45;-
6280000000;mieszkania na 10 tys. ludności;2012;37,85;-
6280000000;mieszkania na 10 tys. ludności;2013;33,12;-
6280000000;mieszkania na 10 tys. ludności;2014;29,92;-
6280000000;mieszkania na 10 tys. ludności;2015;29,88;-
6280000000;izby w mieszkaniach na 1000 ludności;2002;7,86;-
6280000000;izby w mieszkaniach na 1000 ludności;2003;16,22;-
6280000000;izby w mieszkaniach na 1000 ludności;2004;12,39;-
6280000000;izby w mieszkaniach na 1000 ludności;2005;13,1;-
6280000000;izby w mieszkaniach na 1000 ludności;2006;12,54;-
6280000000;izby w mieszkaniach na 1000 ludności;2007;16,16;-
6280000000;izby w mieszkaniach na 1000 ludności;2008;18,83;-
6280000000;izby w mieszkaniach na 1000 ludności;2009;13,98;-
6280000000;izby w mieszkaniach na 1000 ludności;2010;13,49;-
6280000000;izby w mieszkaniach na 1000 ludności;2011;13,24;-
6280000000;izby w mieszkaniach na 1000 ludności;2012;15,32;-
6280000000;izby w mieszkaniach na 1000 ludności;2013;14,31;-
6280000000;izby w mieszkaniach na 1000 ludności;2014;12,15;-
6280000000;izby w mieszkaniach na 1000 ludności;2015;12,32;-
6280000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;84,2;m2
6280000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;103,7;m2
6280000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;99,9;m2
6280000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;93,8;m2
6280000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;88,8;m2
6280000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;84,1;m2
6280000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;90,4;m2
6280000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;95,1;m2
6280000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;96,2;m2
6280000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;101,8;m2
6280000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;95,9;m2
6280000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;97,7;m2
6280000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;95,9;m2
6280000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;95,9;m2
