Kod;Zdawalność;Rok;Wartosc;Jednostka miary;Rodzaje egzaminów
3180000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;w stosunku do średniej krajowej;2012;101,64;-;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;w stosunku do średniej krajowej;2013;101,72;-;w części humanistycznej historia i wiedza o społeczeństwie
3180000000;ogółem;2005;;%;w części matematyczno-przyrodniczej matematyka
3180000000;ogółem;2006;;%;w części matematyczno-przyrodniczej matematyka
3180000000;ogółem;2007;;%;w części matematyczno-przyrodniczej matematyka
3180000000;ogółem;2008;;%;w części matematyczno-przyrodniczej matematyka
3180000000;ogółem;2009;;%;w części matematyczno-przyrodniczej matematyka
3180000000;ogółem;2010;;%;w części matematyczno-przyrodniczej matematyka
3180000000;ogółem;2011;;%;w części matematyczno-przyrodniczej matematyka
3180000000;ogółem;2012;49;%;w części matematyczno-przyrodniczej matematyka
3180000000;ogółem;2013;50;%;w części matematyczno-przyrodniczej matematyka
3180000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej matematyka
3180000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej matematyka
3180000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej matematyka
3180000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej matematyka
3180000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej matematyka
3180000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej matematyka
3180000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej matematyka
3180000000;w stosunku do średniej krajowej;2012;104,26;-;w części matematyczno-przyrodniczej matematyka
3180000000;w stosunku do średniej krajowej;2013;104,17;-;w części matematyczno-przyrodniczej matematyka
3180000000;ogółem;2005;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;ogółem;2006;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;ogółem;2007;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;ogółem;2008;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;ogółem;2009;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;ogółem;2010;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;ogółem;2011;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;ogółem;2012;51;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;ogółem;2013;62;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;w stosunku do średniej krajowej;2012;102;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3180000000;w stosunku do średniej krajowej;2013;105,08;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;ogółem;2005;65,71;%;w części humanistycznej
3200000000;ogółem;2006;62,49;%;w części humanistycznej
3200000000;ogółem;2007;62,18;%;w części humanistycznej
3200000000;ogółem;2008;61,75;%;w części humanistycznej
3200000000;ogółem;2009;62,34;%;w części humanistycznej
3200000000;ogółem;2010;59;%;w części humanistycznej
3200000000;ogółem;2011;49,8;%;w części humanistycznej
3200000000;ogółem;2012;;%;w części humanistycznej
3200000000;ogółem;2013;;%;w części humanistycznej
3200000000;w stosunku do średniej krajowej;2005;99,02;-;w części humanistycznej
3200000000;w stosunku do średniej krajowej;2006;99,54;-;w części humanistycznej
3200000000;w stosunku do średniej krajowej;2007;98,78;-;w części humanistycznej
3200000000;w stosunku do średniej krajowej;2008;100,42;-;w części humanistycznej
3200000000;w stosunku do średniej krajowej;2009;98,42;-;w części humanistycznej
3200000000;w stosunku do średniej krajowej;2010;97,23;-;w części humanistycznej
3200000000;w stosunku do średniej krajowej;2011;98,38;-;w części humanistycznej
3200000000;w stosunku do średniej krajowej;2012;;-;w części humanistycznej
3200000000;w stosunku do średniej krajowej;2013;;-;w części humanistycznej
3200000000;ogółem;2005;49,47;%;w części matematyczno-przyrodniczej
3200000000;ogółem;2006;48,63;%;w części matematyczno-przyrodniczej
3200000000;ogółem;2007;51,3;%;w części matematyczno-przyrodniczej
3200000000;ogółem;2008;55,15;%;w części matematyczno-przyrodniczej
3200000000;ogółem;2009;53,08;%;w części matematyczno-przyrodniczej
3200000000;ogółem;2010;48,82;%;w części matematyczno-przyrodniczej
3200000000;ogółem;2011;48,32;%;w części matematyczno-przyrodniczej
3200000000;ogółem;2012;;%;w części matematyczno-przyrodniczej
3200000000;ogółem;2013;;%;w części matematyczno-przyrodniczej
3200000000;w stosunku do średniej krajowej;2005;101,98;-;w części matematyczno-przyrodniczej
3200000000;w stosunku do średniej krajowej;2006;101,76;-;w części matematyczno-przyrodniczej
3200000000;w stosunku do średniej krajowej;2007;101,34;-;w części matematyczno-przyrodniczej
3200000000;w stosunku do średniej krajowej;2008;101,85;-;w części matematyczno-przyrodniczej
3200000000;w stosunku do średniej krajowej;2009;101,96;-;w części matematyczno-przyrodniczej
3200000000;w stosunku do średniej krajowej;2010;102,13;-;w części matematyczno-przyrodniczej
3200000000;w stosunku do średniej krajowej;2011;102,24;-;w części matematyczno-przyrodniczej
3200000000;w stosunku do średniej krajowej;2012;;-;w części matematyczno-przyrodniczej
3200000000;w stosunku do średniej krajowej;2013;;-;w części matematyczno-przyrodniczej
3200000000;ogółem;2005;;%;w części humanistycznej język polski
3200000000;ogółem;2006;;%;w części humanistycznej język polski
3200000000;ogółem;2007;;%;w części humanistycznej język polski
3200000000;ogółem;2008;;%;w części humanistycznej język polski
3200000000;ogółem;2009;;%;w części humanistycznej język polski
3200000000;ogółem;2010;;%;w części humanistycznej język polski
3200000000;ogółem;2011;;%;w części humanistycznej język polski
3200000000;ogółem;2012;64;%;w części humanistycznej język polski
3200000000;ogółem;2013;61;%;w części humanistycznej język polski
3200000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej język polski
3200000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej język polski
3200000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej język polski
3200000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej język polski
3200000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej język polski
3200000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej język polski
3200000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej język polski
3200000000;w stosunku do średniej krajowej;2012;98,46;-;w części humanistycznej język polski
3200000000;w stosunku do średniej krajowej;2013;98,39;-;w części humanistycznej język polski
3200000000;ogółem;2005;;%;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;ogółem;2006;;%;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;ogółem;2007;;%;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;ogółem;2008;;%;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;ogółem;2009;;%;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;ogółem;2010;;%;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;ogółem;2011;;%;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;ogółem;2012;61;%;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;ogółem;2013;58;%;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;w stosunku do średniej krajowej;2012;100;-;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;w stosunku do średniej krajowej;2013;100;-;w części humanistycznej historia i wiedza o społeczeństwie
3200000000;ogółem;2005;;%;w części matematyczno-przyrodniczej matematyka
3200000000;ogółem;2006;;%;w części matematyczno-przyrodniczej matematyka
3200000000;ogółem;2007;;%;w części matematyczno-przyrodniczej matematyka
3200000000;ogółem;2008;;%;w części matematyczno-przyrodniczej matematyka
3200000000;ogółem;2009;;%;w części matematyczno-przyrodniczej matematyka
3200000000;ogółem;2010;;%;w części matematyczno-przyrodniczej matematyka
3200000000;ogółem;2011;;%;w części matematyczno-przyrodniczej matematyka
3200000000;ogółem;2012;49;%;w części matematyczno-przyrodniczej matematyka
3200000000;ogółem;2013;49;%;w części matematyczno-przyrodniczej matematyka
3200000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej matematyka
3200000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej matematyka
3200000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej matematyka
3200000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej matematyka
3200000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej matematyka
3200000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej matematyka
3200000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej matematyka
3200000000;w stosunku do średniej krajowej;2012;104,26;-;w części matematyczno-przyrodniczej matematyka
3200000000;w stosunku do średniej krajowej;2013;102,08;-;w części matematyczno-przyrodniczej matematyka
3200000000;ogółem;2005;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;ogółem;2006;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;ogółem;2007;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;ogółem;2008;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;ogółem;2009;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;ogółem;2010;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;ogółem;2011;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;ogółem;2012;51;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;ogółem;2013;60;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;w stosunku do średniej krajowej;2012;102;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3200000000;w stosunku do średniej krajowej;2013;101,69;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;ogółem;2005;65,47;%;w części humanistycznej
3260000000;ogółem;2006;61,92;%;w części humanistycznej
3260000000;ogółem;2007;62,6;%;w części humanistycznej
3260000000;ogółem;2008;60,4;%;w części humanistycznej
3260000000;ogółem;2009;62,24;%;w części humanistycznej
3260000000;ogółem;2010;60,62;%;w części humanistycznej
3260000000;ogółem;2011;50,58;%;w części humanistycznej
3260000000;ogółem;2012;;%;w części humanistycznej
3260000000;ogółem;2013;;%;w części humanistycznej
3260000000;w stosunku do średniej krajowej;2005;98,66;-;w części humanistycznej
3260000000;w stosunku do średniej krajowej;2006;98,63;-;w części humanistycznej
3260000000;w stosunku do średniej krajowej;2007;99,44;-;w części humanistycznej
3260000000;w stosunku do średniej krajowej;2008;98,23;-;w części humanistycznej
3260000000;w stosunku do średniej krajowej;2009;98,26;-;w części humanistycznej
3260000000;w stosunku do średniej krajowej;2010;99,9;-;w części humanistycznej
3260000000;w stosunku do średniej krajowej;2011;99,92;-;w części humanistycznej
3260000000;w stosunku do średniej krajowej;2012;;-;w części humanistycznej
3260000000;w stosunku do średniej krajowej;2013;;-;w części humanistycznej
3260000000;ogółem;2005;49,13;%;w części matematyczno-przyrodniczej
3260000000;ogółem;2006;46,67;%;w części matematyczno-przyrodniczej
3260000000;ogółem;2007;50,33;%;w części matematyczno-przyrodniczej
3260000000;ogółem;2008;53,22;%;w części matematyczno-przyrodniczej
3260000000;ogółem;2009;50,26;%;w części matematyczno-przyrodniczej
3260000000;ogółem;2010;45,76;%;w części matematyczno-przyrodniczej
3260000000;ogółem;2011;46,82;%;w części matematyczno-przyrodniczej
3260000000;ogółem;2012;;%;w części matematyczno-przyrodniczej
3260000000;ogółem;2013;;%;w części matematyczno-przyrodniczej
3260000000;w stosunku do średniej krajowej;2005;101,28;-;w części matematyczno-przyrodniczej
3260000000;w stosunku do średniej krajowej;2006;97,66;-;w części matematyczno-przyrodniczej
3260000000;w stosunku do średniej krajowej;2007;99,43;-;w części matematyczno-przyrodniczej
3260000000;w stosunku do średniej krajowej;2008;98,28;-;w części matematyczno-przyrodniczej
3260000000;w stosunku do średniej krajowej;2009;96,54;-;w części matematyczno-przyrodniczej
3260000000;w stosunku do średniej krajowej;2010;95,73;-;w części matematyczno-przyrodniczej
3260000000;w stosunku do średniej krajowej;2011;99,07;-;w części matematyczno-przyrodniczej
3260000000;w stosunku do średniej krajowej;2012;;-;w części matematyczno-przyrodniczej
3260000000;w stosunku do średniej krajowej;2013;;-;w części matematyczno-przyrodniczej
3260000000;ogółem;2005;;%;w części humanistycznej język polski
3260000000;ogółem;2006;;%;w części humanistycznej język polski
3260000000;ogółem;2007;;%;w części humanistycznej język polski
3260000000;ogółem;2008;;%;w części humanistycznej język polski
3260000000;ogółem;2009;;%;w części humanistycznej język polski
3260000000;ogółem;2010;;%;w części humanistycznej język polski
3260000000;ogółem;2011;;%;w części humanistycznej język polski
3260000000;ogółem;2012;65;%;w części humanistycznej język polski
3260000000;ogółem;2013;62;%;w części humanistycznej język polski
3260000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej język polski
3260000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej język polski
3260000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej język polski
3260000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej język polski
3260000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej język polski
3260000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej język polski
3260000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej język polski
3260000000;w stosunku do średniej krajowej;2012;100;-;w części humanistycznej język polski
3260000000;w stosunku do średniej krajowej;2013;100;-;w części humanistycznej język polski
3260000000;ogółem;2005;;%;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;ogółem;2006;;%;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;ogółem;2007;;%;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;ogółem;2008;;%;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;ogółem;2009;;%;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;ogółem;2010;;%;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;ogółem;2011;;%;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;ogółem;2012;60;%;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;ogółem;2013;57;%;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;w stosunku do średniej krajowej;2012;98,36;-;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;w stosunku do średniej krajowej;2013;98,28;-;w części humanistycznej historia i wiedza o społeczeństwie
3260000000;ogółem;2005;;%;w części matematyczno-przyrodniczej matematyka
3260000000;ogółem;2006;;%;w części matematyczno-przyrodniczej matematyka
3260000000;ogółem;2007;;%;w części matematyczno-przyrodniczej matematyka
3260000000;ogółem;2008;;%;w części matematyczno-przyrodniczej matematyka
3260000000;ogółem;2009;;%;w części matematyczno-przyrodniczej matematyka
3260000000;ogółem;2010;;%;w części matematyczno-przyrodniczej matematyka
3260000000;ogółem;2011;;%;w części matematyczno-przyrodniczej matematyka
3260000000;ogółem;2012;46;%;w części matematyczno-przyrodniczej matematyka
3260000000;ogółem;2013;47;%;w części matematyczno-przyrodniczej matematyka
3260000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej matematyka
3260000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej matematyka
3260000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej matematyka
3260000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej matematyka
3260000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej matematyka
3260000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej matematyka
3260000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej matematyka
3260000000;w stosunku do średniej krajowej;2012;97,87;-;w części matematyczno-przyrodniczej matematyka
3260000000;w stosunku do średniej krajowej;2013;97,92;-;w części matematyczno-przyrodniczej matematyka
3260000000;ogółem;2005;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;ogółem;2006;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;ogółem;2007;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;ogółem;2008;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;ogółem;2009;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;ogółem;2010;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;ogółem;2011;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;ogółem;2012;49;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;ogółem;2013;59;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;w stosunku do średniej krajowej;2012;98;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
3260000000;w stosunku do średniej krajowej;2013;100;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;ogółem;2005;64,88;%;w części humanistycznej
4080000000;ogółem;2006;61,5;%;w części humanistycznej
4080000000;ogółem;2007;61,4;%;w części humanistycznej
4080000000;ogółem;2008;59,71;%;w części humanistycznej
4080000000;ogółem;2009;62,58;%;w części humanistycznej
4080000000;ogółem;2010;58,78;%;w części humanistycznej
4080000000;ogółem;2011;48,24;%;w części humanistycznej
4080000000;ogółem;2012;;%;w części humanistycznej
4080000000;ogółem;2013;;%;w części humanistycznej
4080000000;w stosunku do średniej krajowej;2005;97,77;-;w części humanistycznej
4080000000;w stosunku do średniej krajowej;2006;97,96;-;w części humanistycznej
4080000000;w stosunku do średniej krajowej;2007;97,54;-;w części humanistycznej
4080000000;w stosunku do średniej krajowej;2008;97,11;-;w części humanistycznej
4080000000;w stosunku do średniej krajowej;2009;98,8;-;w części humanistycznej
4080000000;w stosunku do średniej krajowej;2010;96,87;-;w części humanistycznej
4080000000;w stosunku do średniej krajowej;2011;95,3;-;w części humanistycznej
4080000000;w stosunku do średniej krajowej;2012;;-;w części humanistycznej
4080000000;w stosunku do średniej krajowej;2013;;-;w części humanistycznej
4080000000;ogółem;2005;45,47;%;w części matematyczno-przyrodniczej
4080000000;ogółem;2006;45,1;%;w części matematyczno-przyrodniczej
4080000000;ogółem;2007;48,29;%;w części matematyczno-przyrodniczej
4080000000;ogółem;2008;51,6;%;w części matematyczno-przyrodniczej
4080000000;ogółem;2009;50,28;%;w części matematyczno-przyrodniczej
4080000000;ogółem;2010;46,42;%;w części matematyczno-przyrodniczej
4080000000;ogółem;2011;46,04;%;w części matematyczno-przyrodniczej
4080000000;ogółem;2012;;%;w części matematyczno-przyrodniczej
4080000000;ogółem;2013;;%;w części matematyczno-przyrodniczej
4080000000;w stosunku do średniej krajowej;2005;93,73;-;w części matematyczno-przyrodniczej
4080000000;w stosunku do średniej krajowej;2006;94,37;-;w części matematyczno-przyrodniczej
4080000000;w stosunku do średniej krajowej;2007;95,4;-;w części matematyczno-przyrodniczej
4080000000;w stosunku do średniej krajowej;2008;95,29;-;w części matematyczno-przyrodniczej
4080000000;w stosunku do średniej krajowej;2009;96,58;-;w części matematyczno-przyrodniczej
4080000000;w stosunku do średniej krajowej;2010;97,11;-;w części matematyczno-przyrodniczej
4080000000;w stosunku do średniej krajowej;2011;97,42;-;w części matematyczno-przyrodniczej
4080000000;w stosunku do średniej krajowej;2012;;-;w części matematyczno-przyrodniczej
4080000000;w stosunku do średniej krajowej;2013;;-;w części matematyczno-przyrodniczej
4080000000;ogółem;2005;;%;w części humanistycznej język polski
4080000000;ogółem;2006;;%;w części humanistycznej język polski
4080000000;ogółem;2007;;%;w części humanistycznej język polski
4080000000;ogółem;2008;;%;w części humanistycznej język polski
4080000000;ogółem;2009;;%;w części humanistycznej język polski
4080000000;ogółem;2010;;%;w części humanistycznej język polski
4080000000;ogółem;2011;;%;w części humanistycznej język polski
4080000000;ogółem;2012;65;%;w części humanistycznej język polski
4080000000;ogółem;2013;60;%;w części humanistycznej język polski
4080000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej język polski
4080000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej język polski
4080000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej język polski
4080000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej język polski
4080000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej język polski
4080000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej język polski
4080000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej język polski
4080000000;w stosunku do średniej krajowej;2012;100;-;w części humanistycznej język polski
4080000000;w stosunku do średniej krajowej;2013;96,77;-;w części humanistycznej język polski
4080000000;ogółem;2005;;%;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;ogółem;2006;;%;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;ogółem;2007;;%;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;ogółem;2008;;%;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;ogółem;2009;;%;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;ogółem;2010;;%;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;ogółem;2011;;%;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;ogółem;2012;60;%;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;ogółem;2013;56;%;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;w stosunku do średniej krajowej;2012;98,36;-;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;w stosunku do średniej krajowej;2013;96,55;-;w części humanistycznej historia i wiedza o społeczeństwie
4080000000;ogółem;2005;;%;w części matematyczno-przyrodniczej matematyka
4080000000;ogółem;2006;;%;w części matematyczno-przyrodniczej matematyka
4080000000;ogółem;2007;;%;w części matematyczno-przyrodniczej matematyka
4080000000;ogółem;2008;;%;w części matematyczno-przyrodniczej matematyka
4080000000;ogółem;2009;;%;w części matematyczno-przyrodniczej matematyka
4080000000;ogółem;2010;;%;w części matematyczno-przyrodniczej matematyka
4080000000;ogółem;2011;;%;w części matematyczno-przyrodniczej matematyka
4080000000;ogółem;2012;46;%;w części matematyczno-przyrodniczej matematyka
4080000000;ogółem;2013;47;%;w części matematyczno-przyrodniczej matematyka
4080000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej matematyka
4080000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej matematyka
4080000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej matematyka
4080000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej matematyka
4080000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej matematyka
4080000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej matematyka
4080000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej matematyka
4080000000;w stosunku do średniej krajowej;2012;97,87;-;w części matematyczno-przyrodniczej matematyka
4080000000;w stosunku do średniej krajowej;2013;97,92;-;w części matematyczno-przyrodniczej matematyka
4080000000;ogółem;2005;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;ogółem;2006;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;ogółem;2007;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
