Kod;Rodzaje chorób i zatruć;Rok;Wartosc;Jednostka miary
3260000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2015;22;osoba
3260000000;wirusowe zapalenie opon mózgowych;2005;30;osoba
3260000000;wirusowe zapalenie opon mózgowych;2006;47;osoba
3260000000;wirusowe zapalenie opon mózgowych;2007;43;osoba
3260000000;wirusowe zapalenie opon mózgowych;2008;34;osoba
3260000000;wirusowe zapalenie opon mózgowych;2009;22;osoba
3260000000;wirusowe zapalenie opon mózgowych;2010;44;osoba
3260000000;wirusowe zapalenie opon mózgowych;2011;32;osoba
3260000000;wirusowe zapalenie opon mózgowych;2012;26;osoba
3260000000;wirusowe zapalenie opon mózgowych;2013;18;osoba
3260000000;wirusowe zapalenie opon mózgowych;2014;22;osoba
3260000000;wirusowe zapalenie opon mózgowych;2015;20;osoba
3260000000;wirusowe zapalenie mózgu;2005;7;osoba
3260000000;wirusowe zapalenie mózgu;2006;12;osoba
3260000000;wirusowe zapalenie mózgu;2007;8;osoba
3260000000;wirusowe zapalenie mózgu;2008;3;osoba
3260000000;wirusowe zapalenie mózgu;2009;22;osoba
3260000000;wirusowe zapalenie mózgu;2010;12;osoba
3260000000;wirusowe zapalenie mózgu;2011;12;osoba
3260000000;wirusowe zapalenie mózgu;2012;4;osoba
3260000000;wirusowe zapalenie mózgu;2013;3;osoba
3260000000;wirusowe zapalenie mózgu;2014;9;osoba
3260000000;wirusowe zapalenie mózgu;2015;8;osoba
3260000000;zapalenie przyusznicy nagminne (świnka);2005;5664;osoba
3260000000;zapalenie przyusznicy nagminne (świnka);2006;2512;osoba
3260000000;zapalenie przyusznicy nagminne (świnka);2007;1019;osoba
3260000000;zapalenie przyusznicy nagminne (świnka);2008;158;osoba
3260000000;zapalenie przyusznicy nagminne (świnka);2009;128;osoba
3260000000;zapalenie przyusznicy nagminne (świnka);2010;99;osoba
3260000000;zapalenie przyusznicy nagminne (świnka);2011;72;osoba
3260000000;zapalenie przyusznicy nagminne (świnka);2012;94;osoba
3260000000;zapalenie przyusznicy nagminne (świnka);2013;63;osoba
3260000000;zapalenie przyusznicy nagminne (świnka);2014;69;osoba
3260000000;zapalenie przyusznicy nagminne (świnka);2015;66;osoba
3260000000;włośnica;2005;0;osoba
3260000000;włośnica;2006;0;osoba
3260000000;włośnica;2007;0;osoba
3260000000;włośnica;2008;0;osoba
3260000000;włośnica;2009;0;osoba
3260000000;włośnica;2010;0;osoba
3260000000;włośnica;2011;0;osoba
3260000000;włośnica;2012;0;osoba
3260000000;włośnica;2013;0;osoba
3260000000;włośnica;2014;0;osoba
3260000000;włośnica;2015;0;osoba
3260000000;grypa i podejrzenia zachorowań na grypę;2005;4683;osoba
3260000000;grypa i podejrzenia zachorowań na grypę;2006;969;osoba
3260000000;grypa i podejrzenia zachorowań na grypę;2007;5345;osoba
3260000000;grypa i podejrzenia zachorowań na grypę;2008;1812;osoba
3260000000;grypa i podejrzenia zachorowań na grypę;2009;10236;osoba
3260000000;grypa i podejrzenia zachorowań na grypę;2010;485;osoba
3260000000;grypa i podejrzenia zachorowań na grypę;2011;5281;osoba
3260000000;grypa i podejrzenia zachorowań na grypę;2012;6410;osoba
3260000000;grypa i podejrzenia zachorowań na grypę;2013;45362;osoba
3260000000;grypa i podejrzenia zachorowań na grypę;2014;30724;osoba
3260000000;grypa i podejrzenia zachorowań na grypę;2015;63682;osoba
3260000000;szczepieni przeciw wściekliźnie;2005;203;osoba
3260000000;szczepieni przeciw wściekliźnie;2006;185;osoba
3260000000;szczepieni przeciw wściekliźnie;2007;204;osoba
3260000000;szczepieni przeciw wściekliźnie;2008;176;osoba
3260000000;szczepieni przeciw wściekliźnie;2009;186;osoba
3260000000;szczepieni przeciw wściekliźnie;2010;174;osoba
3260000000;szczepieni przeciw wściekliźnie;2011;199;osoba
3260000000;szczepieni przeciw wściekliźnie;2012;171;osoba
3260000000;szczepieni przeciw wściekliźnie;2013;215;osoba
3260000000;szczepieni przeciw wściekliźnie;2014;189;osoba
3260000000;szczepieni przeciw wściekliźnie;2015;239;osoba
4080000000;tężec;2005;0;osoba
4080000000;tężec;2006;0;osoba
4080000000;tężec;2007;0;osoba
4080000000;tężec;2008;0;osoba
4080000000;tężec;2009;0;osoba
4080000000;tężec;2010;0;osoba
4080000000;tężec;2011;0;osoba
4080000000;tężec;2012;2;osoba
4080000000;tężec;2013;1;osoba
4080000000;tężec;2014;0;osoba
4080000000;tężec;2015;1;osoba
4080000000;krztusiec;2005;16;osoba
4080000000;krztusiec;2006;4;osoba
4080000000;krztusiec;2007;9;osoba
4080000000;krztusiec;2008;11;osoba
4080000000;krztusiec;2009;2;osoba
4080000000;krztusiec;2010;3;osoba
4080000000;krztusiec;2011;7;osoba
4080000000;krztusiec;2012;23;osoba
4080000000;krztusiec;2013;19;osoba
4080000000;krztusiec;2014;1;osoba
4080000000;krztusiec;2015;70;osoba
4080000000;odra;2005;0;osoba
4080000000;odra;2006;0;osoba
4080000000;odra;2007;0;osoba
4080000000;odra;2008;0;osoba
4080000000;odra;2009;0;osoba
4080000000;odra;2010;1;osoba
4080000000;odra;2011;0;osoba
4080000000;odra;2012;0;osoba
4080000000;odra;2013;0;osoba
4080000000;odra;2014;0;osoba
4080000000;odra;2015;0;osoba
4080000000;wirusowe zapalenie wątroby typu B;2005;37;osoba
4080000000;wirusowe zapalenie wątroby typu B;2006;17;osoba
4080000000;wirusowe zapalenie wątroby typu B;2007;13;osoba
4080000000;wirusowe zapalenie wątroby typu B;2008;12;osoba
4080000000;wirusowe zapalenie wątroby typu B;2009;18;osoba
4080000000;wirusowe zapalenie wątroby typu B;2010;31;osoba
4080000000;wirusowe zapalenie wątroby typu B;2011;37;osoba
4080000000;wirusowe zapalenie wątroby typu B;2012;35;osoba
4080000000;wirusowe zapalenie wątroby typu B;2013;30;osoba
4080000000;wirusowe zapalenie wątroby typu B;2014;61;osoba
4080000000;wirusowe zapalenie wątroby typu B;2015;68;osoba
4080000000;wirusowe zapalenie wątroby typu C;2005;113;osoba
4080000000;wirusowe zapalenie wątroby typu C;2006;27;osoba
4080000000;wirusowe zapalenie wątroby typu C;2007;28;osoba
4080000000;wirusowe zapalenie wątroby typu C;2008;29;osoba
4080000000;wirusowe zapalenie wątroby typu C;2009;79;osoba
4080000000;wirusowe zapalenie wątroby typu C;2010;134;osoba
4080000000;wirusowe zapalenie wątroby typu C;2011;164;osoba
4080000000;wirusowe zapalenie wątroby typu C;2012;140;osoba
4080000000;wirusowe zapalenie wątroby typu C;2013;152;osoba
4080000000;wirusowe zapalenie wątroby typu C;2014;162;osoba
4080000000;wirusowe zapalenie wątroby typu C;2015;184;osoba
4080000000;wirusowe zapalenie wątroby typu A;2005;0;osoba
4080000000;wirusowe zapalenie wątroby typu A;2006;3;osoba
4080000000;wirusowe zapalenie wątroby typu A;2007;0;osoba
4080000000;wirusowe zapalenie wątroby typu A;2008;1;osoba
4080000000;wirusowe zapalenie wątroby typu A;2009;0;osoba
4080000000;wirusowe zapalenie wątroby typu A;2010;1;osoba
4080000000;wirusowe zapalenie wątroby typu A;2011;0;osoba
4080000000;wirusowe zapalenie wątroby typu A;2012;1;osoba
4080000000;wirusowe zapalenie wątroby typu A;2013;0;osoba
4080000000;wirusowe zapalenie wątroby typu A;2014;1;osoba
4080000000;wirusowe zapalenie wątroby typu A;2015;0;osoba
4080000000;różyczka;2005;143;osoba
4080000000;różyczka;2006;275;osoba
4080000000;różyczka;2007;170;osoba
4080000000;różyczka;2008;241;osoba
4080000000;różyczka;2009;197;osoba
4080000000;różyczka;2010;201;osoba
4080000000;różyczka;2011;254;osoba
4080000000;różyczka;2012;117;osoba
4080000000;różyczka;2013;2153;osoba
4080000000;różyczka;2014;249;osoba
4080000000;różyczka;2015;99;osoba
4080000000;AIDS;2005;2;osoba
4080000000;AIDS;2006;2;osoba
4080000000;AIDS;2007;6;osoba
4080000000;AIDS;2008;6;osoba
4080000000;AIDS;2009;5;osoba
4080000000;AIDS;2010;7;osoba
4080000000;AIDS;2011;12;osoba
4080000000;AIDS;2012;1;osoba
4080000000;AIDS;2013;0;osoba
4080000000;AIDS;2014;0;osoba
4080000000;AIDS;2015;1;osoba
4080000000;salmonellozy;2005;468;osoba
4080000000;salmonellozy;2006;342;osoba
4080000000;salmonellozy;2007;254;osoba
4080000000;salmonellozy;2008;197;osoba
4080000000;salmonellozy;2009;162;osoba
4080000000;salmonellozy;2010;201;osoba
4080000000;salmonellozy;2011;135;osoba
4080000000;salmonellozy;2012;127;osoba
4080000000;salmonellozy;2013;139;osoba
4080000000;salmonellozy;2014;101;osoba
4080000000;salmonellozy;2015;139;osoba
4080000000;czerwonka bakteryjna;2005;0;osoba
4080000000;czerwonka bakteryjna;2006;1;osoba
4080000000;czerwonka bakteryjna;2007;0;osoba
4080000000;czerwonka bakteryjna;2008;1;osoba
4080000000;czerwonka bakteryjna;2009;0;osoba
4080000000;czerwonka bakteryjna;2010;0;osoba
4080000000;czerwonka bakteryjna;2011;0;osoba
4080000000;czerwonka bakteryjna;2012;0;osoba
4080000000;czerwonka bakteryjna;2013;2;osoba
4080000000;czerwonka bakteryjna;2014;0;osoba
4080000000;czerwonka bakteryjna;2015;0;osoba
4080000000;inne bakteryjne zatrucia pokarmowe;2005;96;osoba
4080000000;inne bakteryjne zatrucia pokarmowe;2006;147;osoba
4080000000;inne bakteryjne zatrucia pokarmowe;2007;64;osoba
4080000000;inne bakteryjne zatrucia pokarmowe;2008;58;osoba
4080000000;inne bakteryjne zatrucia pokarmowe;2009;2;osoba
4080000000;inne bakteryjne zatrucia pokarmowe;2010;54;osoba
4080000000;inne bakteryjne zatrucia pokarmowe;2011;0;osoba
4080000000;inne bakteryjne zatrucia pokarmowe;2012;29;osoba
4080000000;inne bakteryjne zatrucia pokarmowe;2013;4;osoba
4080000000;inne bakteryjne zatrucia pokarmowe;2014;145;osoba
4080000000;inne bakteryjne zatrucia pokarmowe;2015;108;osoba
4080000000;biegunki u dzieci do lat 2;2005;65;osoba
4080000000;biegunki u dzieci do lat 2;2006;184;osoba
4080000000;biegunki u dzieci do lat 2;2007;489;osoba
4080000000;biegunki u dzieci do lat 2;2008;630;osoba
4080000000;biegunki u dzieci do lat 2;2009;1144;osoba
4080000000;biegunki u dzieci do lat 2;2010;933;osoba
4080000000;biegunki u dzieci do lat 2;2011;1041;osoba
4080000000;biegunki u dzieci do lat 2;2012;993;osoba
4080000000;biegunki u dzieci do lat 2;2013;1000;osoba
4080000000;biegunki u dzieci do lat 2;2014;986;osoba
4080000000;biegunki u dzieci do lat 2;2015;1134;osoba
4080000000;szkarlatyna (płonnica);2005;227;osoba
4080000000;szkarlatyna (płonnica);2006;577;osoba
4080000000;szkarlatyna (płonnica);2007;546;osoba
4080000000;szkarlatyna (płonnica);2008;414;osoba
4080000000;szkarlatyna (płonnica);2009;428;osoba
4080000000;szkarlatyna (płonnica);2010;379;osoba
4080000000;szkarlatyna (płonnica);2011;587;osoba
4080000000;szkarlatyna (płonnica);2012;584;osoba
4080000000;szkarlatyna (płonnica);2013;992;osoba
4080000000;szkarlatyna (płonnica);2014;809;osoba
4080000000;szkarlatyna (płonnica);2015;643;osoba
4080000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2005;37;osoba
4080000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2006;26;osoba
4080000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2007;37;osoba
4080000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2008;33;osoba
4080000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2009;21;osoba
4080000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2010;26;osoba
4080000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2011;26;osoba
4080000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2012;23;osoba
4080000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2013;17;osoba
4080000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2014;25;osoba
4080000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2015;19;osoba
4080000000;wirusowe zapalenie opon mózgowych;2005;13;osoba
4080000000;wirusowe zapalenie opon mózgowych;2006;11;osoba
4080000000;wirusowe zapalenie opon mózgowych;2007;20;osoba
4080000000;wirusowe zapalenie opon mózgowych;2008;4;osoba
4080000000;wirusowe zapalenie opon mózgowych;2009;10;osoba
4080000000;wirusowe zapalenie opon mózgowych;2010;13;osoba
4080000000;wirusowe zapalenie opon mózgowych;2011;7;osoba
4080000000;wirusowe zapalenie opon mózgowych;2012;16;osoba
4080000000;wirusowe zapalenie opon mózgowych;2013;3;osoba
4080000000;wirusowe zapalenie opon mózgowych;2014;8;osoba
4080000000;wirusowe zapalenie opon mózgowych;2015;36;osoba
4080000000;wirusowe zapalenie mózgu;2005;0;osoba
4080000000;wirusowe zapalenie mózgu;2006;0;osoba
4080000000;wirusowe zapalenie mózgu;2007;1;osoba
4080000000;wirusowe zapalenie mózgu;2008;3;osoba
4080000000;wirusowe zapalenie mózgu;2009;3;osoba
4080000000;wirusowe zapalenie mózgu;2010;1;osoba
4080000000;wirusowe zapalenie mózgu;2011;6;osoba
4080000000;wirusowe zapalenie mózgu;2012;0;osoba
4080000000;wirusowe zapalenie mózgu;2013;7;osoba
4080000000;wirusowe zapalenie mózgu;2014;3;osoba
4080000000;wirusowe zapalenie mózgu;2015;1;osoba
4080000000;zapalenie przyusznicy nagminne (świnka);2005;248;osoba
4080000000;zapalenie przyusznicy nagminne (świnka);2006;171;osoba
4080000000;zapalenie przyusznicy nagminne (świnka);2007;88;osoba
4080000000;zapalenie przyusznicy nagminne (świnka);2008;89;osoba
4080000000;zapalenie przyusznicy nagminne (świnka);2009;115;osoba
4080000000;zapalenie przyusznicy nagminne (świnka);2010;124;osoba
4080000000;zapalenie przyusznicy nagminne (świnka);2011;108;osoba
4080000000;zapalenie przyusznicy nagminne (świnka);2012;78;osoba
4080000000;zapalenie przyusznicy nagminne (świnka);2013;83;osoba
4080000000;zapalenie przyusznicy nagminne (świnka);2014;69;osoba
4080000000;zapalenie przyusznicy nagminne (świnka);2015;70;osoba
4080000000;włośnica;2005;1;osoba
4080000000;włośnica;2006;0;osoba
4080000000;włośnica;2007;0;osoba
4080000000;włośnica;2008;0;osoba
4080000000;włośnica;2009;5;osoba
4080000000;włośnica;2010;0;osoba
4080000000;włośnica;2011;1;osoba
4080000000;włośnica;2012;0;osoba
4080000000;włośnica;2013;1;osoba
4080000000;włośnica;2014;0;osoba
4080000000;włośnica;2015;12;osoba
4080000000;grypa i podejrzenia zachorowań na grypę;2005;17641;osoba
4080000000;grypa i podejrzenia zachorowań na grypę;2006;1228;osoba
4080000000;grypa i podejrzenia zachorowań na grypę;2007;10742;osoba
4080000000;grypa i podejrzenia zachorowań na grypę;2008;3181;osoba
4080000000;grypa i podejrzenia zachorowań na grypę;2009;38116;osoba
4080000000;grypa i podejrzenia zachorowań na grypę;2010;2748;osoba
4080000000;grypa i podejrzenia zachorowań na grypę;2011;5826;osoba
4080000000;grypa i podejrzenia zachorowań na grypę;2012;2309;osoba
4080000000;grypa i podejrzenia zachorowań na grypę;2013;25444;osoba
4080000000;grypa i podejrzenia zachorowań na grypę;2014;18430;osoba
4080000000;grypa i podejrzenia zachorowań na grypę;2015;35163;osoba
4080000000;szczepieni przeciw wściekliźnie;2005;99;osoba
4080000000;szczepieni przeciw wściekliźnie;2006;136;osoba
4080000000;szczepieni przeciw wściekliźnie;2007;140;osoba
4080000000;szczepieni przeciw wściekliźnie;2008;131;osoba
4080000000;szczepieni przeciw wściekliźnie;2009;126;osoba
4080000000;szczepieni przeciw wściekliźnie;2010;126;osoba
4080000000;szczepieni przeciw wściekliźnie;2011;111;osoba
4080000000;szczepieni przeciw wściekliźnie;2012;110;osoba
4080000000;szczepieni przeciw wściekliźnie;2013;129;osoba
4080000000;szczepieni przeciw wściekliźnie;2014;140;osoba
4080000000;szczepieni przeciw wściekliźnie;2015;118;osoba
4300000000;tężec;2005;0;osoba
4300000000;tężec;2006;1;osoba
4300000000;tężec;2007;3;osoba
4300000000;tężec;2008;0;osoba
4300000000;tężec;2009;0;osoba
4300000000;tężec;2010;1;osoba
4300000000;tężec;2011;1;osoba
4300000000;tężec;2012;0;osoba
4300000000;tężec;2013;1;osoba
4300000000;tężec;2014;1;osoba
4300000000;tężec;2015;0;osoba
4300000000;krztusiec;2005;136;osoba
4300000000;krztusiec;2006;35;osoba
4300000000;krztusiec;2007;47;osoba
4300000000;krztusiec;2008;119;osoba
4300000000;krztusiec;2009;132;osoba
4300000000;krztusiec;2010;52;osoba
4300000000;krztusiec;2011;59;osoba
4300000000;krztusiec;2012;767;osoba
4300000000;krztusiec;2013;191;osoba
4300000000;krztusiec;2014;133;osoba
4300000000;krztusiec;2015;498;osoba
4300000000;odra;2005;0;osoba
4300000000;odra;2006;16;osoba
4300000000;odra;2007;0;osoba
4300000000;odra;2008;10;osoba
4300000000;odra;2009;11;osoba
4300000000;odra;2010;0;osoba
4300000000;odra;2011;0;osoba
4300000000;odra;2012;1;osoba
4300000000;odra;2013;1;osoba
4300000000;odra;2014;68;osoba
4300000000;odra;2015;7;osoba
4300000000;wirusowe zapalenie wątroby typu B;2005;139;osoba
4300000000;wirusowe zapalenie wątroby typu B;2006;175;osoba
4300000000;wirusowe zapalenie wątroby typu B;2007;178;osoba
4300000000;wirusowe zapalenie wątroby typu B;2008;130;osoba
4300000000;wirusowe zapalenie wątroby typu B;2009;192;osoba
4300000000;wirusowe zapalenie wątroby typu B;2010;324;osoba
4300000000;wirusowe zapalenie wątroby typu B;2011;263;osoba
4300000000;wirusowe zapalenie wątroby typu B;2012;249;osoba
4300000000;wirusowe zapalenie wątroby typu B;2013;242;osoba
4300000000;wirusowe zapalenie wątroby typu B;2014;327;osoba
4300000000;wirusowe zapalenie wątroby typu B;2015;418;osoba
4300000000;wirusowe zapalenie wątroby typu C;2005;251;osoba
4300000000;wirusowe zapalenie wątroby typu C;2006;391;osoba
4300000000;wirusowe zapalenie wątroby typu C;2007;343;osoba
4300000000;wirusowe zapalenie wątroby typu C;2008;303;osoba
4300000000;wirusowe zapalenie wątroby typu C;2009;383;osoba
4300000000;wirusowe zapalenie wątroby typu C;2010;364;osoba
4300000000;wirusowe zapalenie wątroby typu C;2011;317;osoba
4300000000;wirusowe zapalenie wątroby typu C;2012;274;osoba
4300000000;wirusowe zapalenie wątroby typu C;2013;364;osoba
4300000000;wirusowe zapalenie wątroby typu C;2014;393;osoba
4300000000;wirusowe zapalenie wątroby typu C;2015;408;osoba
4300000000;wirusowe zapalenie wątroby typu A;2005;3;osoba
4300000000;wirusowe zapalenie wątroby typu A;2006;23;osoba
4300000000;wirusowe zapalenie wątroby typu A;2007;5;osoba
4300000000;wirusowe zapalenie wątroby typu A;2008;9;osoba
4300000000;wirusowe zapalenie wątroby typu A;2009;70;osoba
4300000000;wirusowe zapalenie wątroby typu A;2010;35;osoba
4300000000;wirusowe zapalenie wątroby typu A;2011;7;osoba
4300000000;wirusowe zapalenie wątroby typu A;2012;3;osoba
4300000000;wirusowe zapalenie wątroby typu A;2013;9;osoba
4300000000;wirusowe zapalenie wątroby typu A;2014;10;osoba
4300000000;wirusowe zapalenie wątroby typu A;2015;2;osoba
4300000000;różyczka;2005;761;osoba
4300000000;różyczka;2006;1460;osoba
4300000000;różyczka;2007;1108;osoba
4300000000;różyczka;2008;1647;osoba
4300000000;różyczka;2009;1227;osoba
4300000000;różyczka;2010;357;osoba
4300000000;różyczka;2011;441;osoba
4300000000;różyczka;2012;320;osoba
4300000000;różyczka;2013;7813;osoba
4300000000;różyczka;2014;693;osoba
4300000000;różyczka;2015;237;osoba
4300000000;AIDS;2005;6;osoba
4300000000;AIDS;2006;12;osoba
4300000000;AIDS;2007;2;osoba
4300000000;AIDS;2008;12;osoba
4300000000;AIDS;2009;7;osoba
4300000000;AIDS;2010;11;osoba
4300000000;AIDS;2011;16;osoba
4300000000;AIDS;2012;9;osoba
4300000000;AIDS;2013;19;osoba
4300000000;AIDS;2014;8;osoba
4300000000;AIDS;2015;8;osoba
4300000000;salmonellozy;2005;1156;osoba
4300000000;salmonellozy;2006;971;osoba
4300000000;salmonellozy;2007;977;osoba
4300000000;salmonellozy;2008;627;osoba
4300000000;salmonellozy;2009;729;osoba
4300000000;salmonellozy;2010;700;osoba
4300000000;salmonellozy;2011;623;osoba
4300000000;salmonellozy;2012;684;osoba
4300000000;salmonellozy;2013;701;osoba
4300000000;salmonellozy;2014;652;osoba
4300000000;salmonellozy;2015;751;osoba
4300000000;czerwonka bakteryjna;2005;0;osoba
4300000000;czerwonka bakteryjna;2006;9;osoba
4300000000;czerwonka bakteryjna;2007;2;osoba
4300000000;czerwonka bakteryjna;2008;2;osoba
4300000000;czerwonka bakteryjna;2009;0;osoba
4300000000;czerwonka bakteryjna;2010;2;osoba
4300000000;czerwonka bakteryjna;2011;1;osoba
4300000000;czerwonka bakteryjna;2012;1;osoba
4300000000;czerwonka bakteryjna;2013;0;osoba
4300000000;czerwonka bakteryjna;2014;4;osoba
4300000000;czerwonka bakteryjna;2015;0;osoba
4300000000;inne bakteryjne zatrucia pokarmowe;2005;160;osoba
4300000000;inne bakteryjne zatrucia pokarmowe;2006;96;osoba
4300000000;inne bakteryjne zatrucia pokarmowe;2007;121;osoba
4300000000;inne bakteryjne zatrucia pokarmowe;2008;83;osoba
4300000000;inne bakteryjne zatrucia pokarmowe;2009;63;osoba
4300000000;inne bakteryjne zatrucia pokarmowe;2010;57;osoba
4300000000;inne bakteryjne zatrucia pokarmowe;2011;53;osoba
4300000000;inne bakteryjne zatrucia pokarmowe;2012;28;osoba
4300000000;inne bakteryjne zatrucia pokarmowe;2013;12;osoba
4300000000;inne bakteryjne zatrucia pokarmowe;2014;48;osoba
4300000000;inne bakteryjne zatrucia pokarmowe;2015;48;osoba
4300000000;biegunki u dzieci do lat 2;2005;1737;osoba
4300000000;biegunki u dzieci do lat 2;2006;2300;osoba
4300000000;biegunki u dzieci do lat 2;2007;2677;osoba
4300000000;biegunki u dzieci do lat 2;2008;4089;osoba
4300000000;biegunki u dzieci do lat 2;2009;3788;osoba
4300000000;biegunki u dzieci do lat 2;2010;3547;osoba
4300000000;biegunki u dzieci do lat 2;2011;3913;osoba
4300000000;biegunki u dzieci do lat 2;2012;3539;osoba
4300000000;biegunki u dzieci do lat 2;2013;3501;osoba
4300000000;biegunki u dzieci do lat 2;2014;3978;osoba
4300000000;biegunki u dzieci do lat 2;2015;4429;osoba
4300000000;szkarlatyna (płonnica);2005;908;osoba
4300000000;szkarlatyna (płonnica);2006;1153;osoba
4300000000;szkarlatyna (płonnica);2007;931;osoba
4300000000;szkarlatyna (płonnica);2008;1151;osoba
4300000000;szkarlatyna (płonnica);2009;1246;osoba
4300000000;szkarlatyna (płonnica);2010;1337;osoba
4300000000;szkarlatyna (płonnica);2011;1864;osoba
4300000000;szkarlatyna (płonnica);2012;1886;osoba
4300000000;szkarlatyna (płonnica);2013;2324;osoba
4300000000;szkarlatyna (płonnica);2014;1997;osoba
4300000000;szkarlatyna (płonnica);2015;2111;osoba
4300000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2005;69;osoba
4300000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2006;90;osoba
4300000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2007;74;osoba
4300000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2008;80;osoba
4300000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2009;98;osoba
4300000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2010;66;osoba
4300000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2011;73;osoba
4300000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2012;41;osoba
4300000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2013;68;osoba
4300000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2014;62;osoba
4300000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2015;56;osoba
4300000000;wirusowe zapalenie opon mózgowych;2005;77;osoba
4300000000;wirusowe zapalenie opon mózgowych;2006;105;osoba
4300000000;wirusowe zapalenie opon mózgowych;2007;78;osoba
4300000000;wirusowe zapalenie opon mózgowych;2008;66;osoba
4300000000;wirusowe zapalenie opon mózgowych;2009;62;osoba
4300000000;wirusowe zapalenie opon mózgowych;2010;133;osoba
4300000000;wirusowe zapalenie opon mózgowych;2011;98;osoba
4300000000;wirusowe zapalenie opon mózgowych;2012;74;osoba
4300000000;wirusowe zapalenie opon mózgowych;2013;99;osoba
4300000000;wirusowe zapalenie opon mózgowych;2014;101;osoba
4300000000;wirusowe zapalenie opon mózgowych;2015;64;osoba
4300000000;wirusowe zapalenie mózgu;2005;32;osoba
4300000000;wirusowe zapalenie mózgu;2006;51;osoba
4300000000;wirusowe zapalenie mózgu;2007;35;osoba
4300000000;wirusowe zapalenie mózgu;2008;23;osoba
4300000000;wirusowe zapalenie mózgu;2009;14;osoba
4300000000;wirusowe zapalenie mózgu;2010;16;osoba
4300000000;wirusowe zapalenie mózgu;2011;21;osoba
4300000000;wirusowe zapalenie mózgu;2012;17;osoba
4300000000;wirusowe zapalenie mózgu;2013;14;osoba
4300000000;wirusowe zapalenie mózgu;2014;17;osoba
4300000000;wirusowe zapalenie mózgu;2015;11;osoba
4300000000;zapalenie przyusznicy nagminne (świnka);2005;12669;osoba
4300000000;zapalenie przyusznicy nagminne (świnka);2006;2795;osoba
4300000000;zapalenie przyusznicy nagminne (świnka);2007;315;osoba
4300000000;zapalenie przyusznicy nagminne (świnka);2008;349;osoba
4300000000;zapalenie przyusznicy nagminne (świnka);2009;340;osoba
4300000000;zapalenie przyusznicy nagminne (świnka);2010;295;osoba
4300000000;zapalenie przyusznicy nagminne (świnka);2011;284;osoba
4300000000;zapalenie przyusznicy nagminne (świnka);2012;240;osoba
4300000000;zapalenie przyusznicy nagminne (świnka);2013;260;osoba
4300000000;zapalenie przyusznicy nagminne (świnka);2014;229;osoba
4300000000;zapalenie przyusznicy nagminne (świnka);2015;192;osoba
4300000000;włośnica;2005;58;osoba
4300000000;włośnica;2006;67;osoba
4300000000;włośnica;2007;34;osoba
4300000000;włośnica;2008;1;osoba
4300000000;włośnica;2009;18;osoba
4300000000;włośnica;2010;16;osoba
4300000000;włośnica;2011;8;osoba
4300000000;włośnica;2012;0;osoba
4300000000;włośnica;2013;0;osoba
4300000000;włośnica;2014;0;osoba
4300000000;włośnica;2015;0;osoba
4300000000;grypa i podejrzenia zachorowań na grypę;2005;52260;osoba
4300000000;grypa i podejrzenia zachorowań na grypę;2006;10327;osoba
4300000000;grypa i podejrzenia zachorowań na grypę;2007;8213;osoba
4300000000;grypa i podejrzenia zachorowań na grypę;2008;13294;osoba
4300000000;grypa i podejrzenia zachorowań na grypę;2009;81101;osoba
4300000000;grypa i podejrzenia zachorowań na grypę;2010;83865;osoba
4300000000;grypa i podejrzenia zachorowań na grypę;2011;204540;osoba
4300000000;grypa i podejrzenia zachorowań na grypę;2012;236793;osoba
4300000000;grypa i podejrzenia zachorowań na grypę;2013;390393;osoba
4300000000;grypa i podejrzenia zachorowań na grypę;2014;422561;osoba
4300000000;grypa i podejrzenia zachorowań na grypę;2015;545827;osoba
4300000000;szczepieni przeciw wściekliźnie;2005;562;osoba
4300000000;szczepieni przeciw wściekliźnie;2006;534;osoba
4300000000;szczepieni przeciw wściekliźnie;2007;566;osoba
4300000000;szczepieni przeciw wściekliźnie;2008;552;osoba
4300000000;szczepieni przeciw wściekliźnie;2009;513;osoba
4300000000;szczepieni przeciw wściekliźnie;2010;502;osoba
