Kod;Rodzaje dochodów;Rok;Wartosc;Jednostka miary
3180000000;ze świadczeń społecznych;2001;208,37;zł
3180000000;ze świadczeń społecznych;2002;226,7;zł
3180000000;ze świadczeń społecznych;2003;241,43;zł
3180000000;ze świadczeń społecznych;2004;245,5;zł
3180000000;ze świadczeń społecznych;2005;256,74;zł
3180000000;ze świadczeń społecznych;2006;262,06;zł
3180000000;ze świadczeń społecznych;2007;256,79;zł
3180000000;ze świadczeń społecznych;2008;273,34;zł
3180000000;ze świadczeń społecznych;2009;295,53;zł
3180000000;ze świadczeń społecznych;2010;323,1;zł
3180000000;ze świadczeń społecznych;2011;332,48;zł
3180000000;ze świadczeń społecznych;2012;347,71;zł
3180000000;ze świadczeń społecznych;2013;347,05;zł
3180000000;ze świadczeń społecznych;2014;356,67;zł
3180000000;ze świadczeń społecznych;2015;363,71;zł
3180000000;dochód do dyspozycji;1999;458,6;zł
3180000000;dochód do dyspozycji;2000;479,93;zł
3180000000;dochód do dyspozycji;2001;500,32;zł
3180000000;dochód do dyspozycji;2002;511,6;zł
3180000000;dochód do dyspozycji;2003;553,93;zł
3180000000;dochód do dyspozycji;2004;557,48;zł
3180000000;dochód do dyspozycji;2005;590,71;zł
3180000000;dochód do dyspozycji;2006;615,58;zł
3180000000;dochód do dyspozycji;2007;668,39;zł
3180000000;dochód do dyspozycji;2008;754,14;zł
3180000000;dochód do dyspozycji;2009;795,52;zł
3180000000;dochód do dyspozycji;2010;866,05;zł
3180000000;dochód do dyspozycji;2011;901,38;zł
3180000000;dochód do dyspozycji;2012;921,85;zł
3180000000;dochód do dyspozycji;2013;956,36;zł
3180000000;dochód do dyspozycji;2014;1009,92;zł
3180000000;dochód do dyspozycji;2015;1033,66;zł
3180000000;ogółem, Polska = 100;1999;;%
3180000000;ogółem, Polska = 100;2000;;%
3180000000;ogółem, Polska = 100;2001;;%
3180000000;ogółem, Polska = 100;2002;;%
3180000000;ogółem, Polska = 100;2003;;%
3180000000;ogółem, Polska = 100;2004;;%
3180000000;ogółem, Polska = 100;2005;81,3;%
3180000000;ogółem, Polska = 100;2006;77,5;%
3180000000;ogółem, Polska = 100;2007;75,4;%
3180000000;ogółem, Polska = 100;2008;75,7;%
3180000000;ogółem, Polska = 100;2009;74,9;%
3180000000;ogółem, Polska = 100;2010;76,1;%
3180000000;ogółem, Polska = 100;2011;76,4;%
3180000000;ogółem, Polska = 100;2012;75;%
3180000000;ogółem, Polska = 100;2013;76,8;%
3180000000;ogółem, Polska = 100;2014;78,6;%
3180000000;ogółem, Polska = 100;2015;78;%
3200000000;ogółem;1999;479,16;zł
3200000000;ogółem;2000;524,93;zł
3200000000;ogółem;2001;582,69;zł
3200000000;ogółem;2002;622,2;zł
3200000000;ogółem;2003;607,96;zł
3200000000;ogółem;2004;644,88;zł
3200000000;ogółem;2005;724,68;zł
3200000000;ogółem;2006;816,1;zł
3200000000;ogółem;2007;883,99;zł
3200000000;ogółem;2008;935,48;zł
3200000000;ogółem;2009;1018,77;zł
3200000000;ogółem;2010;1103,2;zł
3200000000;ogółem;2011;1224,92;zł
3200000000;ogółem;2012;1242,39;zł
3200000000;ogółem;2013;1258,18;zł
3200000000;ogółem;2014;1258,62;zł
3200000000;ogółem;2015;1257,93;zł
3200000000;z pracy najemnej;1999;205,41;zł
3200000000;z pracy najemnej;2000;214,47;zł
3200000000;z pracy najemnej;2001;222,24;zł
3200000000;z pracy najemnej;2002;210,62;zł
3200000000;z pracy najemnej;2003;228,2;zł
3200000000;z pracy najemnej;2004;258;zł
3200000000;z pracy najemnej;2005;256,88;zł
3200000000;z pracy najemnej;2006;292,65;zł
3200000000;z pracy najemnej;2007;338,14;zł
3200000000;z pracy najemnej;2008;427,16;zł
3200000000;z pracy najemnej;2009;485,34;zł
3200000000;z pracy najemnej;2010;463,31;zł
3200000000;z pracy najemnej;2011;507,87;zł
3200000000;z pracy najemnej;2012;531,74;zł
3200000000;z pracy najemnej;2013;528,67;zł
3200000000;z pracy najemnej;2014;539,11;zł
3200000000;z pracy najemnej;2015;593,24;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;1999;64,98;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2000;62,52;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2001;78,83;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2002;101,8;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2003;65;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2004;59,77;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2005;89,29;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2006;126,62;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2007;156,26;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2008;124,41;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2009;154,18;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2010;208,42;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2011;247,74;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2012;213,58;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2013;222,91;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2014;167,65;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie;2015;116,89;zł
3200000000;z pracy na własny rachunek;1999;26,21;zł
3200000000;z pracy na własny rachunek;2000;41,03;zł
3200000000;z pracy na własny rachunek;2001;31,22;zł
3200000000;z pracy na własny rachunek;2002;40,95;zł
3200000000;z pracy na własny rachunek;2003;52,17;zł
3200000000;z pracy na własny rachunek;2004;60,65;zł
3200000000;z pracy na własny rachunek;2005;53,61;zł
3200000000;z pracy na własny rachunek;2006;56,37;zł
3200000000;z pracy na własny rachunek;2007;57,55;zł
3200000000;z pracy na własny rachunek;2008;64,42;zł
3200000000;z pracy na własny rachunek;2009;61,54;zł
3200000000;z pracy na własny rachunek;2010;67,45;zł
3200000000;z pracy na własny rachunek;2011;88,87;zł
3200000000;z pracy na własny rachunek;2012;74,24;zł
3200000000;z pracy na własny rachunek;2013;80,64;zł
3200000000;z pracy na własny rachunek;2014;91,41;zł
3200000000;z pracy na własny rachunek;2015;90,3;zł
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;1999;;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2000;;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2001;;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2002;;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2003;124,6;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2004;98,5;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2005;166,6;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2006;224,6;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2007;271,5;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2008;193,1;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2009;250,5;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2010;309;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2011;278,8;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2012;287,7;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2013;276,4;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2014;183,4;%
3200000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2015;129,4;%
3200000000;ze świadczeń społecznych;1999;156,05;zł
3200000000;ze świadczeń społecznych;2000;177,54;zł
3200000000;ze świadczeń społecznych;2001;206,64;zł
3200000000;ze świadczeń społecznych;2002;220,05;zł
3200000000;ze świadczeń społecznych;2003;209,61;zł
3200000000;ze świadczeń społecznych;2004;214,03;zł
3200000000;ze świadczeń społecznych;2005;265,74;zł
3200000000;ze świadczeń społecznych;2006;287,55;zł
3200000000;ze świadczeń społecznych;2007;286,24;zł
3200000000;ze świadczeń społecznych;2008;268,85;zł
3200000000;ze świadczeń społecznych;2009;267,97;zł
3200000000;ze świadczeń społecznych;2010;312,8;zł
3200000000;ze świadczeń społecznych;2011;325,91;zł
3200000000;ze świadczeń społecznych;2012;367,83;zł
3200000000;ze świadczeń społecznych;2013;376,05;zł
3200000000;ze świadczeń społecznych;2014;396,42;zł
3200000000;ze świadczeń społecznych;2015;388,32;zł
3200000000;dochód do dyspozycji;1999;457,24;zł
3200000000;dochód do dyspozycji;2000;498,36;zł
3200000000;dochód do dyspozycji;2001;558,91;zł
3200000000;dochód do dyspozycji;2002;596,67;zł
3200000000;dochód do dyspozycji;2003;583,29;zł
3200000000;dochód do dyspozycji;2004;620,07;zł
3200000000;dochód do dyspozycji;2005;691,45;zł
3200000000;dochód do dyspozycji;2006;779,75;zł
3200000000;dochód do dyspozycji;2007;845,52;zł
3200000000;dochód do dyspozycji;2008;902,1;zł
3200000000;dochód do dyspozycji;2009;978,2;zł
3200000000;dochód do dyspozycji;2010;1067,28;zł
3200000000;dochód do dyspozycji;2011;1188,46;zł
3200000000;dochód do dyspozycji;2012;1194,86;zł
3200000000;dochód do dyspozycji;2013;1223,43;zł
3200000000;dochód do dyspozycji;2014;1215,5;zł
3200000000;dochód do dyspozycji;2015;1208,57;zł
3200000000;ogółem, Polska = 100;1999;;%
3200000000;ogółem, Polska = 100;2000;;%
3200000000;ogółem, Polska = 100;2001;;%
3200000000;ogółem, Polska = 100;2002;;%
3200000000;ogółem, Polska = 100;2003;;%
3200000000;ogółem, Polska = 100;2004;;%
3200000000;ogółem, Polska = 100;2005;95,2;%
3200000000;ogółem, Polska = 100;2006;97,8;%
3200000000;ogółem, Polska = 100;2007;95,2;%
3200000000;ogółem, Polska = 100;2008;89,5;%
3200000000;ogółem, Polska = 100;2009;91,4;%
3200000000;ogółem, Polska = 100;2010;92,5;%
3200000000;ogółem, Polska = 100;2011;99,8;%
3200000000;ogółem, Polska = 100;2012;97,2;%
3200000000;ogółem, Polska = 100;2013;96,9;%
3200000000;ogółem, Polska = 100;2014;93,9;%
3200000000;ogółem, Polska = 100;2015;90,7;%
3260000000;ogółem;1999;467,64;zł
3260000000;ogółem;2000;518,89;zł
3260000000;ogółem;2001;557,06;zł
3260000000;ogółem;2002;578,34;zł
3260000000;ogółem;2003;604,24;zł
3260000000;ogółem;2004;615,46;zł
3260000000;ogółem;2005;621,01;zł
3260000000;ogółem;2006;698,44;zł
3260000000;ogółem;2007;775,57;zł
3260000000;ogółem;2008;878,18;zł
3260000000;ogółem;2009;937,89;zł
3260000000;ogółem;2010;1026,36;zł
3260000000;ogółem;2011;1062,78;zł
3260000000;ogółem;2012;1119,76;zł
3260000000;ogółem;2013;1153,36;zł
3260000000;ogółem;2014;1199,74;zł
3260000000;ogółem;2015;1202,8;zł
3260000000;z pracy najemnej;1999;190,35;zł
3260000000;z pracy najemnej;2000;218,09;zł
3260000000;z pracy najemnej;2001;229,43;zł
3260000000;z pracy najemnej;2002;229,69;zł
3260000000;z pracy najemnej;2003;245,36;zł
3260000000;z pracy najemnej;2004;245,73;zł
3260000000;z pracy najemnej;2005;237,34;zł
3260000000;z pracy najemnej;2006;273,86;zł
3260000000;z pracy najemnej;2007;318,79;zł
3260000000;z pracy najemnej;2008;415,36;zł
3260000000;z pracy najemnej;2009;471,08;zł
3260000000;z pracy najemnej;2010;486;zł
3260000000;z pracy najemnej;2011;503,52;zł
3260000000;z pracy najemnej;2012;514,35;zł
3260000000;z pracy najemnej;2013;567,58;zł
3260000000;z pracy najemnej;2014;589,69;zł
3260000000;z pracy najemnej;2015;570,88;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;1999;66,27;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2000;50,36;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2001;69,69;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2002;59,89;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2003;41,48;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2004;53,63;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2005;54,71;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2006;79,74;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2007;71,48;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2008;51,76;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2009;55,6;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2010;81,71;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2011;98,74;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2012;116,5;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2013;89,51;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2014;87,22;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie;2015;118,19;zł
3260000000;z pracy na własny rachunek;1999;29,5;zł
3260000000;z pracy na własny rachunek;2000;39,96;zł
3260000000;z pracy na własny rachunek;2001;24,66;zł
3260000000;z pracy na własny rachunek;2002;28,67;zł
3260000000;z pracy na własny rachunek;2003;29,84;zł
3260000000;z pracy na własny rachunek;2004;44,26;zł
3260000000;z pracy na własny rachunek;2005;39,33;zł
3260000000;z pracy na własny rachunek;2006;43;zł
3260000000;z pracy na własny rachunek;2007;52,99;zł
3260000000;z pracy na własny rachunek;2008;82,52;zł
3260000000;z pracy na własny rachunek;2009;81,79;zł
3260000000;z pracy na własny rachunek;2010;95,91;zł
3260000000;z pracy na własny rachunek;2011;71,87;zł
3260000000;z pracy na własny rachunek;2012;89,67;zł
3260000000;z pracy na własny rachunek;2013;87,31;zł
3260000000;z pracy na własny rachunek;2014;85,24;zł
3260000000;z pracy na własny rachunek;2015;80,98;zł
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;1999;;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2000;;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2001;;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2002;;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2003;139;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2004;121,2;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2005;139,1;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2006;185,4;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2007;134,9;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2008;62,7;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2009;68;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2010;85,2;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2011;137,4;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2012;129,9;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2013;102,5;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2014;102,3;%
3260000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2015;145,9;%
3260000000;ze świadczeń społecznych;1999;161,64;zł
3260000000;ze świadczeń społecznych;2000;186,89;zł
3260000000;ze świadczeń społecznych;2001;206,09;zł
3260000000;ze świadczeń społecznych;2002;231,91;zł
3260000000;ze świadczeń społecznych;2003;250,45;zł
3260000000;ze świadczeń społecznych;2004;230,91;zł
3260000000;ze świadczeń społecznych;2005;237,88;zł
3260000000;ze świadczeń społecznych;2006;264,53;zł
3260000000;ze świadczeń społecznych;2007;292,33;zł
3260000000;ze świadczeń społecznych;2008;295,03;zł
3260000000;ze świadczeń społecznych;2009;291,39;zł
3260000000;ze świadczeń społecznych;2010;322,46;zł
3260000000;ze świadczeń społecznych;2011;350,58;zł
3260000000;ze świadczeń społecznych;2012;357,6;zł
3260000000;ze świadczeń społecznych;2013;368,65;zł
3260000000;ze świadczeń społecznych;2014;384,11;zł
3260000000;ze świadczeń społecznych;2015;390,57;zł
3260000000;dochód do dyspozycji;1999;452,1;zł
3260000000;dochód do dyspozycji;2000;502,42;zł
3260000000;dochód do dyspozycji;2001;541,68;zł
3260000000;dochód do dyspozycji;2002;558,34;zł
3260000000;dochód do dyspozycji;2003;581,17;zł
3260000000;dochód do dyspozycji;2004;590;zł
3260000000;dochód do dyspozycji;2005;597,4;zł
3260000000;dochód do dyspozycji;2006;671,2;zł
3260000000;dochód do dyspozycji;2007;749,68;zł
3260000000;dochód do dyspozycji;2008;853,12;zł
3260000000;dochód do dyspozycji;2009;909,4;zł
3260000000;dochód do dyspozycji;2010;996,56;zł
3260000000;dochód do dyspozycji;2011;1031,24;zł
3260000000;dochód do dyspozycji;2012;1090,28;zł
3260000000;dochód do dyspozycji;2013;1119,26;zł
3260000000;dochód do dyspozycji;2014;1165,02;zł
3260000000;dochód do dyspozycji;2015;1171,1;zł
3260000000;ogółem, Polska = 100;1999;;%
3260000000;ogółem, Polska = 100;2000;;%
3260000000;ogółem, Polska = 100;2001;;%
3260000000;ogółem, Polska = 100;2002;;%
3260000000;ogółem, Polska = 100;2003;;%
3260000000;ogółem, Polska = 100;2004;;%
3260000000;ogółem, Polska = 100;2005;81,6;%
3260000000;ogółem, Polska = 100;2006;83,7;%
3260000000;ogółem, Polska = 100;2007;83,5;%
3260000000;ogółem, Polska = 100;2008;84;%
3260000000;ogółem, Polska = 100;2009;84,2;%
3260000000;ogółem, Polska = 100;2010;86;%
3260000000;ogółem, Polska = 100;2011;86,6;%
3260000000;ogółem, Polska = 100;2012;87,6;%
3260000000;ogółem, Polska = 100;2013;88,8;%
3260000000;ogółem, Polska = 100;2014;89,5;%
3260000000;ogółem, Polska = 100;2015;86,8;%
4080000000;ogółem;1999;549,26;zł
4080000000;ogółem;2000;609,66;zł
4080000000;ogółem;2001;634,66;zł
4080000000;ogółem;2002;649,26;zł
4080000000;ogółem;2003;678,75;zł
4080000000;ogółem;2004;654,37;zł
4080000000;ogółem;2005;691,25;zł
4080000000;ogółem;2006;842,29;zł
4080000000;ogółem;2007;914,3;zł
4080000000;ogółem;2008;1058,86;zł
4080000000;ogółem;2009;1103,32;zł
4080000000;ogółem;2010;1153,06;zł
4080000000;ogółem;2011;1189,89;zł
4080000000;ogółem;2012;1231,16;zł
4080000000;ogółem;2013;1238,06;zł
4080000000;ogółem;2014;1285,37;zł
4080000000;ogółem;2015;1419,58;zł
4080000000;z pracy najemnej;1999;270,86;zł
4080000000;z pracy najemnej;2000;287,65;zł
4080000000;z pracy najemnej;2001;290,5;zł
4080000000;z pracy najemnej;2002;314,83;zł
4080000000;z pracy najemnej;2003;302,56;zł
4080000000;z pracy najemnej;2004;267,73;zł
4080000000;z pracy najemnej;2005;317,18;zł
4080000000;z pracy najemnej;2006;381,81;zł
4080000000;z pracy najemnej;2007;468,03;zł
4080000000;z pracy najemnej;2008;552,27;zł
4080000000;z pracy najemnej;2009;598,78;zł
4080000000;z pracy najemnej;2010;634,93;zł
4080000000;z pracy najemnej;2011;633,28;zł
4080000000;z pracy najemnej;2012;630,97;zł
4080000000;z pracy najemnej;2013;641,66;zł
4080000000;z pracy najemnej;2014;710,53;zł
4080000000;z pracy najemnej;2015;775,11;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;1999;24,43;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2000;25,52;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2001;17,44;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2002;12,81;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2003;12,49;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2004;-9,3;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2005;-20,85;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2006;30,06;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2007;13,68;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2008;14,04;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2009;23,59;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2010;8,47;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2011;2,91;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2012;13,8;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2013;50,81;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2014;8,94;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie;2015;43,97;zł
4080000000;z pracy na własny rachunek;1999;47,23;zł
4080000000;z pracy na własny rachunek;2000;61,52;zł
4080000000;z pracy na własny rachunek;2001;70,13;zł
4080000000;z pracy na własny rachunek;2002;54,08;zł
4080000000;z pracy na własny rachunek;2003;52,68;zł
4080000000;z pracy na własny rachunek;2004;53,83;zł
4080000000;z pracy na własny rachunek;2005;65,62;zł
4080000000;z pracy na własny rachunek;2006;88,89;zł
4080000000;z pracy na własny rachunek;2007;83,28;zł
4080000000;z pracy na własny rachunek;2008;99,29;zł
4080000000;z pracy na własny rachunek;2009;111,83;zł
4080000000;z pracy na własny rachunek;2010;121,84;zł
4080000000;z pracy na własny rachunek;2011;115,25;zł
4080000000;z pracy na własny rachunek;2012;107,22;zł
4080000000;z pracy na własny rachunek;2013;100,19;zł
4080000000;z pracy na własny rachunek;2014;91,47;zł
4080000000;z pracy na własny rachunek;2015;95,42;zł
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;1999;;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2000;;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2001;;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2002;;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2003;23,7;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2004;-17,3;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2005;-31,8;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2006;33,8;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2007;16,4;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2008;14,1;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2009;21,1;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2010;7;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2011;2,5;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2012;12,9;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2013;50,7;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2014;9,8;%
4080000000;z gospodarstwa indywidualnego w rolnictwie w relacji do dochodu na 1 osobę z pracy na własny rachunek;2015;46,1;%
4080000000;ze świadczeń społecznych;1999;174,12;zł
4080000000;ze świadczeń społecznych;2000;198,91;zł
4080000000;ze świadczeń społecznych;2001;217,19;zł
4080000000;ze świadczeń społecznych;2002;225,38;zł
4080000000;ze świadczeń społecznych;2003;263,02;zł
4080000000;ze świadczeń społecznych;2004;290,91;zł
4080000000;ze świadczeń społecznych;2005;274,22;zł
4080000000;ze świadczeń społecznych;2006;281,31;zł
4080000000;ze świadczeń społecznych;2007;295,29;zł
4080000000;ze świadczeń społecznych;2008;339,31;zł
4080000000;ze świadczeń społecznych;2009;301,96;zł
4080000000;ze świadczeń społecznych;2010;328,26;zł
4080000000;ze świadczeń społecznych;2011;385,6;zł
4080000000;ze świadczeń społecznych;2012;416,78;zł
4080000000;ze świadczeń społecznych;2013;384,65;zł
4080000000;ze świadczeń społecznych;2014;391,15;zł
4080000000;ze świadczeń społecznych;2015;429,14;zł
4080000000;dochód do dyspozycji;1999;530,69;zł
4080000000;dochód do dyspozycji;2000;586,84;zł
4080000000;dochód do dyspozycji;2001;610,63;zł
4080000000;dochód do dyspozycji;2002;621,65;zł
4080000000;dochód do dyspozycji;2003;650,1;zł
4080000000;dochód do dyspozycji;2004;625,12;zł
4080000000;dochód do dyspozycji;2005;657,11;zł
4080000000;dochód do dyspozycji;2006;812,68;zł
4080000000;dochód do dyspozycji;2007;880,99;zł
4080000000;dochód do dyspozycji;2008;1014,37;zł
4080000000;dochód do dyspozycji;2009;1056,64;zł
4080000000;dochód do dyspozycji;2010;1108,7;zł
4080000000;dochód do dyspozycji;2011;1148,74;zł
4080000000;dochód do dyspozycji;2012;1181,08;zł
4080000000;dochód do dyspozycji;2013;1196,55;zł
4080000000;dochód do dyspozycji;2014;1238,54;zł
4080000000;dochód do dyspozycji;2015;1354,22;zł
4080000000;ogółem, Polska = 100;1999;;%
4080000000;ogółem, Polska = 100;2000;;%
4080000000;ogółem, Polska = 100;2001;;%
4080000000;ogółem, Polska = 100;2002;;%
4080000000;ogółem, Polska = 100;2003;;%
4080000000;ogółem, Polska = 100;2004;;%
4080000000;ogółem, Polska = 100;2005;90,8;%
4080000000;ogółem, Polska = 100;2006;100,9;%
4080000000;ogółem, Polska = 100;2007;98,4;%
4080000000;ogółem, Polska = 100;2008;101,3;%
4080000000;ogółem, Polska = 100;2009;99;%
4080000000;ogółem, Polska = 100;2010;96,7;%
4080000000;ogółem, Polska = 100;2011;97;%
4080000000;ogółem, Polska = 100;2012;96,3;%
4080000000;ogółem, Polska = 100;2013;95,3;%
4080000000;ogółem, Polska = 100;2014;95,9;%
4080000000;ogółem, Polska = 100;2015;102,4;%
4300000000;ogółem;1999;559,23;zł
